estimate,std.error,statistic,p.value,term,response,voi,produced_warning
0.3038,0.2696,1.127,0.2597,MODVaginal,REC_2,Birth_TPHE_C2,FALSE
-0.5872,0.5169,-1.136,0.2559,milk_perinatalTRUE,REC_2,Birth_TPHE_C2,FALSE
0.03861,0.03856,1.001,0.3167,milk_months,REC_2,Birth_TPHE_C2,FALSE
-0.065,0.118,-0.5509,0.5817,abx_hospital,REC_2,Birth_TPHE_C2,FALSE
-0.00865,0.1525,-0.05673,0.9548,abx_discharge,REC_2,Birth_TPHE_C2,FALSE
-0.158,0.04287,-3.687,2.27e-4,gaBirth,REC_2,Birth_TPHE_C2,FALSE
-0.03162,0.1199,-0.2637,0.792,voi,REC_2,Birth_TPHE_C2,FALSE
NA,NA,NA,0.7921207481478733,anova,REC_2,Birth_TPHE_C2,NA
2.126,0.1533,13.87,0,log_alpha,REC_2,Birth_TPHE_C3,FALSE
0.8979,0.1641,5.472,4.451e-8,log_beta,REC_2,Birth_TPHE_C3,FALSE
0.3224,0.3204,1.006,0.3143,MODVaginal,REC_2,Birth_TPHE_C3,FALSE
-0.5911,1.095,-0.5398,0.5893,milk_perinatalTRUE,REC_2,Birth_TPHE_C3,FALSE
0.04548,0.04786,0.9503,0.342,milk_months,REC_2,Birth_TPHE_C3,FALSE
-0.06397,0.1308,-0.4889,0.6249,abx_hospital,REC_2,Birth_TPHE_C3,FALSE
0.009512,0.1647,0.05777,0.9539,abx_discharge,REC_2,Birth_TPHE_C3,FALSE
-0.1642,0.1046,-1.57,0.1164,gaBirth,REC_2,Birth_TPHE_C3,FALSE
-0.06026,0.1829,-0.3295,0.7417,voi,REC_2,Birth_TPHE_C3,FALSE
NA,NA,NA,0.6753669757593835,anova,REC_2,Birth_TPHE_C3,NA
2.133,0.1493,14.28,0,log_alpha,REC_2,Birth_TPHE_C4,FALSE
0.9116,0.1628,5.6,2.145e-8,log_beta,REC_2,Birth_TPHE_C4,FALSE
0.1955,0.2691,0.7265,0.4675,MODVaginal,REC_2,Birth_TPHE_C4,FALSE
-1.049,0.8078,-1.299,0.1941,milk_perinatalTRUE,REC_2,Birth_TPHE_C4,FALSE
0.04622,0.04684,0.9868,0.3237,milk_months,REC_2,Birth_TPHE_C4,FALSE
-0.04902,0.1205,-0.407,0.684,abx_hospital,REC_2,Birth_TPHE_C4,FALSE
-0.06182,0.1603,-0.3855,0.6998,abx_discharge,REC_2,Birth_TPHE_C4,FALSE
-0.1488,0.04147,-3.587,3.34e-4,gaBirth,REC_2,Birth_TPHE_C4,FALSE
-0.2039,0.1794,-1.137,0.2557,voi,REC_2,Birth_TPHE_C4,FALSE
NA,NA,NA,0.1854205821033612,anova,REC_2,Birth_TPHE_C4,NA
2.136,0.1355,15.76,0,log_alpha,REC_2,Birth_TPHE_C5,FALSE
0.8913,0.1579,5.646,1.643e-8,log_beta,REC_2,Birth_TPHE_C5,FALSE
0.2361,0.3066,0.7702,0.4412,MODVaginal,REC_2,Birth_TPHE_C5,FALSE
-0.5521,0.5212,-1.059,0.2895,milk_perinatalTRUE,REC_2,Birth_TPHE_C5,FALSE
0.04215,0.03914,1.077,0.2815,milk_months,REC_2,Birth_TPHE_C5,FALSE
-0.04767,0.1253,-0.3806,0.7035,abx_hospital,REC_2,Birth_TPHE_C5,FALSE
-0.02151,0.1489,-0.1444,0.8852,abx_discharge,REC_2,Birth_TPHE_C5,FALSE
-0.1387,0.05255,-2.64,0.008299,gaBirth,REC_2,Birth_TPHE_C5,FALSE
0.1128,0.1535,0.7348,0.4625,voi,REC_2,Birth_TPHE_C5,FALSE
NA,NA,NA,0.4530214136866819,anova,REC_2,Birth_TPHE_C5,NA
2.12,0.1416,14.98,0,log_alpha,REC_2,Birth_TPHE_C6,FALSE
0.9031,0.1606,5.624,1.864e-8,log_beta,REC_2,Birth_TPHE_C6,FALSE
0.3261,0.3195,1.021,0.3075,MODVaginal,REC_2,Birth_TPHE_C6,FALSE
-0.5293,0.5291,-1.001,0.3171,milk_perinatalTRUE,REC_2,Birth_TPHE_C6,FALSE
0.03733,0.0437,0.8542,0.393,milk_months,REC_2,Birth_TPHE_C6,FALSE
-0.05925,0.1346,-0.4401,0.6599,abx_hospital,REC_2,Birth_TPHE_C6,FALSE
0.00282,0.1601,0.01762,0.9859,abx_discharge,REC_2,Birth_TPHE_C6,FALSE
-0.1629,0.06939,-2.348,0.01888,gaBirth,REC_2,Birth_TPHE_C6,FALSE
-0.05696,0.1849,-0.3081,0.758,voi,REC_2,Birth_TPHE_C6,FALSE
NA,NA,NA,0.7093024831215595,anova,REC_2,Birth_TPHE_C6,NA
2.124,0.135,15.74,0,log_alpha,REC_2,Birth_TPHE_C8,FALSE
0.9075,0.1584,5.73,1.007e-8,log_beta,REC_2,Birth_TPHE_C8,FALSE
0.2352,0.2802,0.8392,0.4014,MODVaginal,REC_2,Birth_TPHE_C8,FALSE
-0.7753,0.5673,-1.367,0.1717,milk_perinatalTRUE,REC_2,Birth_TPHE_C8,FALSE
0.03846,0.03637,1.057,0.2903,milk_months,REC_2,Birth_TPHE_C8,FALSE
-0.04704,0.1057,-0.4448,0.6564,abx_hospital,REC_2,Birth_TPHE_C8,FALSE
-0.04106,0.152,-0.2701,0.7871,abx_discharge,REC_2,Birth_TPHE_C8,FALSE
-0.1359,0.03814,-3.563,3.664e-4,gaBirth,REC_2,Birth_TPHE_C8,FALSE
-0.1921,0.1657,-1.159,0.2464,voi,REC_2,Birth_TPHE_C8,FALSE
NA,NA,NA,0.2520273575976424,anova,REC_2,Birth_TPHE_C8,NA
2.122,0.1339,15.84,0,log_alpha,REC_2,Birth_TPHE_C9,FALSE
0.9,0.1585,5.679,1.351e-8,log_beta,REC_2,Birth_TPHE_C9,FALSE
0.2609,0.2752,0.9479,0.3432,MODVaginal,REC_2,Birth_TPHE_C9,FALSE
-0.7172,0.5465,-1.312,0.1894,milk_perinatalTRUE,REC_2,Birth_TPHE_C9,FALSE
0.04368,0.03765,1.16,0.2459,milk_months,REC_2,Birth_TPHE_C9,FALSE
-0.05689,0.1139,-0.4993,0.6175,abx_hospital,REC_2,Birth_TPHE_C9,FALSE
-0.02276,0.1516,-0.1501,0.8807,abx_discharge,REC_2,Birth_TPHE_C9,FALSE
-0.1519,0.04157,-3.654,2.581e-4,gaBirth,REC_2,Birth_TPHE_C9,FALSE
-0.1405,0.176,-0.7983,0.4247,voi,REC_2,Birth_TPHE_C9,FALSE
NA,NA,NA,0.45960312235969125,anova,REC_2,Birth_TPHE_C9,NA
2.119,0.1363,15.55,0,log_alpha,REC_2,Birth_TPHE_C10,FALSE
0.91,0.1569,5.802,6.559e-9,log_beta,REC_2,Birth_TPHE_C10,FALSE
0.2263,0.3132,0.7224,0.4701,MODVaginal,REC_2,Birth_TPHE_C10,FALSE
-0.8246,0.6611,-1.247,0.2123,milk_perinatalTRUE,REC_2,Birth_TPHE_C10,FALSE
0.0417,0.04051,1.029,0.3033,milk_months,REC_2,Birth_TPHE_C10,FALSE
-0.04049,0.1317,-0.3075,0.7585,abx_hospital,REC_2,Birth_TPHE_C10,FALSE
-0.02557,0.1514,-0.1689,0.8658,abx_discharge,REC_2,Birth_TPHE_C10,FALSE
-0.1431,0.06326,-2.263,0.02366,gaBirth,REC_2,Birth_TPHE_C10,FALSE
-0.2043,0.1748,-1.169,0.2424,voi,REC_2,Birth_TPHE_C10,FALSE
NA,NA,NA,0.25135329809617313,anova,REC_2,Birth_TPHE_C10,NA
2.112,0.1088,19.41,0,log_alpha,REC_2,Birth_TPHE_C11,FALSE
0.9166,0.1544,5.935,2.944e-9,log_beta,REC_2,Birth_TPHE_C11,FALSE
0.3291,0.2849,1.155,0.248,MODVaginal,REC_2,Birth_TPHE_C11,FALSE
-0.5687,NaN,NaN,NaN,milk_perinatalTRUE,REC_2,Birth_TPHE_C11,FALSE
0.04345,0.03708,1.172,0.2413,milk_months,REC_2,Birth_TPHE_C11,FALSE
-0.05138,0.1172,-0.4385,0.661,abx_hospital,REC_2,Birth_TPHE_C11,FALSE
0.01175,0.1434,0.08192,0.9347,abx_discharge,REC_2,Birth_TPHE_C11,FALSE
-0.1762,NaN,NaN,NaN,gaBirth,REC_2,Birth_TPHE_C11,FALSE
-0.1203,0.0573,-2.099,0.03582,voi,REC_2,Birth_TPHE_C11,FALSE
NA,NA,NA,0.42437964746645296,anova,REC_2,Birth_TPHE_C11,NA
2.132,0.1323,16.11,0,log_alpha,REC_2,Birth_TPHE_C12,FALSE
0.9107,0.1606,5.672,1.41e-8,log_beta,REC_2,Birth_TPHE_C12,FALSE
0.3523,0.2737,1.287,0.1981,MODVaginal,REC_2,Birth_TPHE_C12,FALSE
-0.5105,0.5049,-1.011,0.312,milk_perinatalTRUE,REC_2,Birth_TPHE_C12,FALSE
0.04249,0.03547,1.198,0.2309,milk_months,REC_2,Birth_TPHE_C12,FALSE
-0.06383,0.105,-0.6082,0.5431,abx_hospital,REC_2,Birth_TPHE_C12,FALSE
0.0133,0.1487,0.08945,0.9287,abx_discharge,REC_2,Birth_TPHE_C12,FALSE
-0.1658,0.03784,-4.382,1.178e-5,gaBirth,REC_2,Birth_TPHE_C12,FALSE
-0.09653,0.1106,-0.8725,0.3829,voi,REC_2,Birth_TPHE_C12,FALSE
NA,NA,NA,0.3959781844950444,anova,REC_2,Birth_TPHE_C12,NA
2.127,0.1393,15.27,0,log_alpha,REC_2,Birth_TPHE_C13,FALSE
0.8941,0.1574,5.68,1.35e-8,log_beta,REC_2,Birth_TPHE_C13,FALSE
0.3097,0.3073,1.008,0.3135,MODVaginal,REC_2,Birth_TPHE_C13,FALSE
-0.5748,0.5862,-0.9805,0.3268,milk_perinatalTRUE,REC_2,Birth_TPHE_C13,FALSE
0.0389,0.04599,0.8458,0.3977,milk_months,REC_2,Birth_TPHE_C13,FALSE
-0.06121,0.1407,-0.4349,0.6636,abx_hospital,REC_2,Birth_TPHE_C13,FALSE
-0.01406,0.1581,-0.08897,0.9291,abx_discharge,REC_2,Birth_TPHE_C13,FALSE
-0.1553,0.06609,-2.349,0.0188,gaBirth,REC_2,Birth_TPHE_C13,FALSE
0.01326,0.1261,0.1052,0.9162,voi,REC_2,Birth_TPHE_C13,FALSE
NA,NA,NA,0.9180196577035437,anova,REC_2,Birth_TPHE_C13,NA
2.134,0.1361,15.68,0,log_alpha,REC_2,Birth_TPHE_C14,FALSE
0.9011,0.1577,5.715,1.095e-8,log_beta,REC_2,Birth_TPHE_C14,FALSE
0.3815,0.3008,1.268,0.2047,MODVaginal,REC_2,Birth_TPHE_C14,FALSE
-0.816,0.609,-1.34,0.1803,milk_perinatalTRUE,REC_2,Birth_TPHE_C14,FALSE
0.05889,0.05046,1.167,0.2432,milk_months,REC_2,Birth_TPHE_C14,FALSE
0.001699,0.1372,0.01239,0.9901,abx_hospital,REC_2,Birth_TPHE_C14,FALSE
0.04402,0.1648,0.267,0.7894,abx_discharge,REC_2,Birth_TPHE_C14,FALSE
-0.1748,0.06093,-2.869,0.004113,gaBirth,REC_2,Birth_TPHE_C14,FALSE
-0.1752,0.1824,-0.9603,0.3369,voi,REC_2,Birth_TPHE_C14,FALSE
NA,NA,NA,0.2764210562846676,anova,REC_2,Birth_TPHE_C14,NA
2.128,0.1082,19.67,0,log_alpha,REC_2,Birth_TPHE_C15,FALSE
0.933,0.1584,5.89,3.852e-9,log_beta,REC_2,Birth_TPHE_C15,FALSE
0.4152,0.4151,1,0.3171,MODVaginal,REC_2,Birth_TPHE_C15,FALSE
-0.511,NaN,NaN,NaN,milk_perinatalTRUE,REC_2,Birth_TPHE_C15,FALSE
0.04597,0.04861,0.9458,0.3442,milk_months,REC_2,Birth_TPHE_C15,FALSE
-0.02556,0.1199,-0.2131,0.8312,abx_hospital,REC_2,Birth_TPHE_C15,FALSE
0.02571,0.1469,0.1751,0.861,abx_discharge,REC_2,Birth_TPHE_C15,FALSE
-0.1738,NaN,NaN,NaN,gaBirth,REC_2,Birth_TPHE_C15,FALSE
-0.187,0.1512,-1.237,0.216,voi,REC_2,Birth_TPHE_C15,FALSE
NA,NA,NA,0.13177306858649263,anova,REC_2,Birth_TPHE_C15,NA
2.135,0.4417,4.835,1.333e-6,log_alpha,REC_2,Birth_TPHE_C17,FALSE
0.9102,0.1637,5.559,2.715e-8,log_beta,REC_2,Birth_TPHE_C17,FALSE
0.4287,0.613,0.6994,0.4843,MODVaginal,REC_2,Birth_TPHE_C17,FALSE
-0.5242,3.413,-0.1536,0.8779,milk_perinatalTRUE,REC_2,Birth_TPHE_C17,FALSE
0.04101,0.2049,0.2001,0.8414,milk_months,REC_2,Birth_TPHE_C17,FALSE
0.05808,0.6528,0.08896,0.9291,abx_hospital,REC_2,Birth_TPHE_C17,FALSE
0.07812,0.1808,0.4322,0.6656,abx_discharge,REC_2,Birth_TPHE_C17,FALSE
-0.1592,0.482,-0.3302,0.7413,gaBirth,REC_2,Birth_TPHE_C17,FALSE
-0.2407,0.2533,-0.95,0.3421,voi,REC_2,Birth_TPHE_C17,FALSE
NA,NA,NA,0.2266999447103354,anova,REC_2,Birth_TPHE_C17,NA
2.129,0.1377,15.46,0,log_alpha,REC_2,Birth_TPHE_C21,FALSE
0.9067,0.1611,5.627,1.835e-8,log_beta,REC_2,Birth_TPHE_C21,FALSE
0.3712,0.2736,1.357,0.1748,MODVaginal,REC_2,Birth_TPHE_C21,FALSE
-0.5415,0.5094,-1.063,0.2878,milk_perinatalTRUE,REC_2,Birth_TPHE_C21,FALSE
0.04222,0.03968,1.064,0.2873,milk_months,REC_2,Birth_TPHE_C21,FALSE
-0.0422,0.1145,-0.36870000000000003,0.7124,abx_hospital,REC_2,Birth_TPHE_C21,FALSE
0.001408,0.152,0.009262,0.9926,abx_discharge,REC_2,Birth_TPHE_C21,FALSE
-0.1641,0.03679,-4.459,8.222e-6,gaBirth,REC_2,Birth_TPHE_C21,FALSE
-0.1016,0.1156,-0.8791,0.3794,voi,REC_2,Birth_TPHE_C21,FALSE
NA,NA,NA,0.3854615670141299,anova,REC_2,Birth_TPHE_C21,NA
2.124,0.1357,15.66,0,log_alpha,REC_2,Birth_TPHE_C22,FALSE
0.8963,0.1579,5.676,1.381e-8,log_beta,REC_2,Birth_TPHE_C22,FALSE
0.3127,0.2863,1.092,0.2748,MODVaginal,REC_2,Birth_TPHE_C22,FALSE
-0.5913,0.61240000000000006,-0.9657,0.3342,milk_perinatalTRUE,REC_2,Birth_TPHE_C22,FALSE
0.039,0.0387,1.008,0.3136,milk_months,REC_2,Birth_TPHE_C22,FALSE
-0.06565,0.1239,-0.5298,0.5963,abx_hospital,REC_2,Birth_TPHE_C22,FALSE
-0.007039,0.1491,-0.04721,0.9623,abx_discharge,REC_2,Birth_TPHE_C22,FALSE
-0.151,0.05834,-2.588,0.009658,gaBirth,REC_2,Birth_TPHE_C22,FALSE
-0.05281,0.1678,-0.3146,0.753,voi,REC_2,Birth_TPHE_C22,FALSE
NA,NA,NA,0.7462824042825403,anova,REC_2,Birth_TPHE_C22,NA
2.127,0.1346,15.81,0,log_alpha,REC_2,Birth_TPHE_C24,FALSE
0.8946,0.1583,5.65,1.608e-8,log_beta,REC_2,Birth_TPHE_C24,FALSE
0.3104,0.2772,1.12,0.2629,MODVaginal,REC_2,Birth_TPHE_C24,FALSE
-0.5495,0.5674,-0.9684,0.3328,milk_perinatalTRUE,REC_2,Birth_TPHE_C24,FALSE
0.0383,0.03635,1.054,0.292,milk_months,REC_2,Birth_TPHE_C24,FALSE
-0.06257,0.1186,-0.5276,0.5977,abx_hospital,REC_2,Birth_TPHE_C24,FALSE
-0.01075,0.1499,-0.07174,0.9428,abx_discharge,REC_2,Birth_TPHE_C24,FALSE
-0.1547,0.0492,-3.144,0.001667,gaBirth,REC_2,Birth_TPHE_C24,FALSE
0.002067,0.1358,0.01522,0.9879,voi,REC_2,Birth_TPHE_C24,FALSE
NA,NA,NA,0.9876666657955873,anova,REC_2,Birth_TPHE_C24,NA
2.135,0.1377,15.5,0,log_alpha,REC_2,Birth_TPHE_C25,FALSE
0.8926,0.1576,5.665,1.47e-8,log_beta,REC_2,Birth_TPHE_C25,FALSE
0.2613,0.3098,0.8435,0.3989,MODVaginal,REC_2,Birth_TPHE_C25,FALSE
-0.6972,0.6045,-1.153,0.2488,milk_perinatalTRUE,REC_2,Birth_TPHE_C25,FALSE
0.04065,0.0417,0.975,0.3296,milk_months,REC_2,Birth_TPHE_C25,FALSE
-0.04004,0.1336,-0.2997,0.7644,abx_hospital,REC_2,Birth_TPHE_C25,FALSE
-0.01111,0.1535,-0.0724,0.9423,abx_discharge,REC_2,Birth_TPHE_C25,FALSE
-0.1577,0.05442,-2.898,0.003751,gaBirth,REC_2,Birth_TPHE_C25,FALSE
0.08464,0.1547,0.5472,0.5842,voi,REC_2,Birth_TPHE_C25,FALSE
NA,NA,NA,0.5382370294651271,anova,REC_2,Birth_TPHE_C25,NA
2.121,0.1106,19.17,0,log_alpha,REC_2,Birth_TPHE_C26,FALSE
0.9001,0.1515,5.942,2.813e-9,log_beta,REC_2,Birth_TPHE_C26,FALSE
0.3252,0.2277,1.428,0.1533,MODVaginal,REC_2,Birth_TPHE_C26,FALSE
-0.5177,NaN,NaN,NaN,milk_perinatalTRUE,REC_2,Birth_TPHE_C26,FALSE
0.03777,0.01112,3.397,6.81e-4,milk_months,REC_2,Birth_TPHE_C26,FALSE
-0.07281,0.09618,-0.757,0.449,abx_hospital,REC_2,Birth_TPHE_C26,FALSE
-0.007072,0.134,-0.05278,0.9579,abx_discharge,REC_2,Birth_TPHE_C26,FALSE
-0.1547,0.02703,-5.724,1.04e-8,gaBirth,REC_2,Birth_TPHE_C26,FALSE
0.04002,0.1091,0.3667,0.7139,voi,REC_2,Birth_TPHE_C26,FALSE
NA,NA,NA,0.762158041986057,anova,REC_2,Birth_TPHE_C26,NA
2.126,0.1376,15.45,0,log_alpha,REC_2,Birth_TPHE_C27,FALSE
0.8947,0.1594,5.614,1.983e-8,log_beta,REC_2,Birth_TPHE_C27,FALSE
0.3232,0.2758,1.172,0.2412,MODVaginal,REC_2,Birth_TPHE_C27,FALSE
-0.5343,0.5265,-1.015,0.3102,milk_perinatalTRUE,REC_2,Birth_TPHE_C27,FALSE
0.03916,0.04083,0.959,0.3376,milk_months,REC_2,Birth_TPHE_C27,FALSE
-0.05181,0.1258,-0.4119,0.6804,abx_hospital,REC_2,Birth_TPHE_C27,FALSE
-0.004755,0.1562,-0.03045,0.9757,abx_discharge,REC_2,Birth_TPHE_C27,FALSE
-0.1501,0.04384,-3.423,6.193e-4,gaBirth,REC_2,Birth_TPHE_C27,FALSE
0.0387,0.1383,0.2799,0.7795,voi,REC_2,Birth_TPHE_C27,FALSE
NA,NA,NA,0.7704613175844701,anova,REC_2,Birth_TPHE_C27,NA
2.371,0.06845,34.63,0,log_alpha,REC_2,Discharge_TPHE_C1,FALSE
0.9901,0.1414,7.003,2.506e-12,log_beta,REC_2,Discharge_TPHE_C1,FALSE
0.2039,NaN,NaN,NaN,MODVaginal,REC_2,Discharge_TPHE_C1,FALSE
-1.062,NaN,NaN,NaN,milk_perinatalTRUE,REC_2,Discharge_TPHE_C1,FALSE
0.0458,NaN,NaN,NaN,milk_months,REC_2,Discharge_TPHE_C1,FALSE
0.009279,NaN,NaN,NaN,abx_hospital,REC_2,Discharge_TPHE_C1,FALSE
-0.04916,0.02622,-1.875,0.06082,abx_discharge,REC_2,Discharge_TPHE_C1,FALSE
-0.1596,NaN,NaN,NaN,gaBirth,REC_2,Discharge_TPHE_C1,FALSE
-0.1212,0.1254,-0.9667,0.3337,voi,REC_2,Discharge_TPHE_C1,FALSE
NA,NA,NA,0.40979486021551526,anova,REC_2,Discharge_TPHE_C1,NA
2.38,0.1045,22.77,0,log_alpha,REC_2,Discharge_TPHE_C2,FALSE
0.9767,0.1396,6.996,2.629e-12,log_beta,REC_2,Discharge_TPHE_C2,FALSE
0.2346,0.2253,1.042,0.2976,MODVaginal,REC_2,Discharge_TPHE_C2,FALSE
-0.9441,0.5587,-1.69,0.09105,milk_perinatalTRUE,REC_2,Discharge_TPHE_C2,FALSE
0.0416,0.03562,1.168,0.2429,milk_months,REC_2,Discharge_TPHE_C2,FALSE
0.0141,0.0851,0.1657,0.8684,abx_hospital,REC_2,Discharge_TPHE_C2,FALSE
-0.05512,0.04447,-1.24,0.2152,abx_discharge,REC_2,Discharge_TPHE_C2,FALSE
-0.1562,0.03593,-4.347,1.382e-5,gaBirth,REC_2,Discharge_TPHE_C2,FALSE
-0.006903,0.1027,-0.06723,0.9464,voi,REC_2,Discharge_TPHE_C2,FALSE
NA,NA,NA,0.9459092422675968,anova,REC_2,Discharge_TPHE_C2,NA
2.367,0.1018,23.26,0,log_alpha,REC_2,Discharge_TPHE_C3,FALSE
0.9922,0.1407,7.054,1.744e-12,log_beta,REC_2,Discharge_TPHE_C3,FALSE
0.2022,0.234,0.864,0.3876,MODVaginal,REC_2,Discharge_TPHE_C3,FALSE
-0.9653,0.7059,-1.367,0.1715,milk_perinatalTRUE,REC_2,Discharge_TPHE_C3,FALSE
0.04642,0.02829,1.641,0.1008,milk_months,REC_2,Discharge_TPHE_C3,FALSE
0.005916,0.07368,0.0803,0.936,abx_hospital,REC_2,Discharge_TPHE_C3,FALSE
-0.05662,0.04028,-1.406,0.1598,abx_discharge,REC_2,Discharge_TPHE_C3,FALSE
-0.1681,0.03169,-5.305,1.124e-7,gaBirth,REC_2,Discharge_TPHE_C3,FALSE
-0.1046,0.1138,-0.9191,0.3581,voi,REC_2,Discharge_TPHE_C3,FALSE
NA,NA,NA,0.3987112910124704,anova,REC_2,Discharge_TPHE_C3,NA
2.386,0.1037,23.01,0,log_alpha,REC_2,Discharge_TPHE_C4,FALSE
0.98740000000000006,0.1412,6.994,2.674e-12,log_beta,REC_2,Discharge_TPHE_C4,FALSE
0.2152,0.211,1.02,0.3078,MODVaginal,REC_2,Discharge_TPHE_C4,FALSE
-1.089,0.5804,-1.876,0.06067,milk_perinatalTRUE,REC_2,Discharge_TPHE_C4,FALSE
0.04467,0.03032,1.473,0.1407,milk_months,REC_2,Discharge_TPHE_C4,FALSE
0.01131,0.07406,0.1527,0.8787,abx_hospital,REC_2,Discharge_TPHE_C4,FALSE
-0.04661,0.04117,-1.132,0.2576,abx_discharge,REC_2,Discharge_TPHE_C4,FALSE
-0.1573,0.02556,-6.153,7.588e-10,gaBirth,REC_2,Discharge_TPHE_C4,FALSE
-0.08423,0.099,-0.8508,0.3949,voi,REC_2,Discharge_TPHE_C4,FALSE
NA,NA,NA,0.3831946819357983,anova,REC_2,Discharge_TPHE_C4,NA
2.383,0.1089,21.88,0,log_alpha,REC_2,Discharge_TPHE_C6,FALSE
0.9848,0.1385,7.112,1.148e-12,log_beta,REC_2,Discharge_TPHE_C6,FALSE
