term,estimate,std.error,statistic,p.value,response,voi,produced_warning
gaBirth,0.011589092234685626,0.031843001048379865,0.3639447242135887,0.7168030111175384,REC_1,Birth_TPHE_C3,TRUE
voi,-0.02909710320197033,0.11232214264288787,-0.25905046429251616,0.7962226301936323,REC_1,Birth_TPHE_C3,TRUE
anova,NA,NA,NA,0.7890562006831794,REC_1,Birth_TPHE_C3,NA
(Intercept),-3.114057410160322,0.2840365364060148,-10.96358042371333,6.04484240834162e-18,REC_1,Birth_TPHE_C4,TRUE
MODVaginal,0.2814404013321009,0.22131956666954325,1.2716471732132266,0.2069669692079563,REC_1,Birth_TPHE_C4,TRUE
milk_perinatalTRUE,-0.5653029912967862,0.2830391202013081,-1.9972609824914709,0.048995658266310374,REC_1,Birth_TPHE_C4,TRUE
milk_months,0.039862419704492016,0.02780790958792176,1.4334921356981858,0.155385489635958,REC_1,Birth_TPHE_C4,TRUE
abx_hospital,0.21821902250869668,0.12137709987057618,1.7978599154320096,0.07574990040348667,REC_1,Birth_TPHE_C4,TRUE
abx_discharge,0.02400542836289934,0.09277046533821913,0.2587615387653952,0.7964448216433394,REC_1,Birth_TPHE_C4,TRUE
gaBirth,0.013485225521379852,0.0315910238610034,0.42686889733973726,0.6705540987615533,REC_1,Birth_TPHE_C4,TRUE
voi,-0.039494541381519574,0.10626866030265356,-0.37164805944705587,0.7110797409735516,REC_1,Birth_TPHE_C4,TRUE
anova,NA,NA,NA,0.6958383176754876,REC_1,Birth_TPHE_C4,NA
(Intercept),-3.1397243036000506,0.277500379135388,-11.314306356562595,1.2197553964516817e-18,REC_1,Birth_TPHE_C5,TRUE
MODVaginal,0.2813700304300157,0.2313089605349044,1.2164251215315849,0.22719011383590226,REC_1,Birth_TPHE_C5,TRUE
milk_perinatalTRUE,-0.5312641032737995,0.28095688832341287,-1.8909096923875912,0.062043065905123734,REC_1,Birth_TPHE_C5,TRUE
milk_months,0.03926294223122665,0.02797505391171612,1.4034983580418803,0.1641110482997923,REC_1,Birth_TPHE_C5,TRUE
abx_hospital,0.22034706533294918,0.12350017064194027,1.7841842985933496,0.07796217271696082,REC_1,Birth_TPHE_C5,TRUE
abx_discharge,0.025926516372083642,0.09302551931929763,0.27870326940174717,0.7811494734196786,REC_1,Birth_TPHE_C5,TRUE
gaBirth,0.01373254723733642,0.03549102978093007,0.3869300869008639,0.6997750042976657,REC_1,Birth_TPHE_C5,TRUE
voi,0.00903506741494066,0.11245036944931622,0.08034715634271845,0.9361500285287595,REC_1,Birth_TPHE_C5,TRUE
anova,NA,NA,NA,0.9384544555621342,REC_1,Birth_TPHE_C5,NA
(Intercept),-3.1336420350654723,0.2770632558492308,-11.310204326663593,1.2427296648999663e-18,REC_1,Birth_TPHE_C6,TRUE
MODVaginal,0.2736175925074922,0.2240402817591069,1.221287486157029,0.22535383564578312,REC_1,Birth_TPHE_C6,TRUE
milk_perinatalTRUE,-0.5280197168451313,0.2740456910203919,-1.9267579609775403,0.05735108319224318,REC_1,Birth_TPHE_C6,TRUE
milk_months,0.03871652669546432,0.027797152477249957,1.3928234817271703,0.1673055764240242,REC_1,Birth_TPHE_C6,TRUE
abx_hospital,0.21013563603231067,0.12353742580681955,1.7009876534169348,0.09260111765253318,REC_1,Birth_TPHE_C6,TRUE
abx_discharge,0.02054576338821083,0.09377358737899762,0.2190996842764751,0.8270976528327956,REC_1,Birth_TPHE_C6,TRUE
gaBirth,0.018813725551127737,0.035330949125153895,0.5324998624996828,0.5957691471944997,REC_1,Birth_TPHE_C6,TRUE
voi,0.05101180613318715,0.12726154704110357,0.4008422600482069,0.6895420770782257,REC_1,Birth_TPHE_C6,TRUE
anova,NA,NA,NA,0.691162083404949,REC_1,Birth_TPHE_C6,NA
(Intercept),-3.1056165941018805,0.27441229359989466,-11.317337694170538,1.2030522392292192e-18,REC_1,Birth_TPHE_C8,TRUE
MODVaginal,0.26291399691505335,0.22005904116447697,1.1947429904438494,0.23551055075229502,REC_1,Birth_TPHE_C8,TRUE
milk_perinatalTRUE,-0.5578032758356906,0.27019020395560056,-2.0644837143220505,0.04202021944675614,REC_1,Birth_TPHE_C8,TRUE
milk_months,0.04053083297662565,0.02742083065539998,1.478103763010692,0.14307609385708459,REC_1,Birth_TPHE_C8,TRUE
abx_hospital,0.22182347168372446,0.12018078167775387,1.8457482851002727,0.06841020610968086,REC_1,Birth_TPHE_C8,TRUE
abx_discharge,0.02653573194161187,0.09100979352164985,0.29157007081110914,0.7713257368357408,REC_1,Birth_TPHE_C8,TRUE
gaBirth,0.019688172086438048,0.03214654974185284,0.6124505505113431,0.5418747277240603,REC_1,Birth_TPHE_C8,TRUE
voi,-0.10283626335898982,0.11395291172219307,-0.902445245187726,0.36937063456325425,REC_1,Birth_TPHE_C8,TRUE
anova,NA,NA,NA,0.3432501319394556,REC_1,Birth_TPHE_C8,NA
(Intercept),-3.119867777254858,0.2788136171281293,-11.189797002709222,2.1504632452939556e-18,REC_1,Birth_TPHE_C9,TRUE
MODVaginal,0.26696169223402166,0.22435425882126492,1.1899114090216605,0.2373941890050774,REC_1,Birth_TPHE_C9,TRUE
milk_perinatalTRUE,-0.5461567755971378,0.27296401210175325,-2.000838027664783,0.04860099296307051,REC_1,Birth_TPHE_C9,TRUE
milk_months,0.04145009675581153,0.028115891792191598,1.4742586527994512,0.1441061263582962,REC_1,Birth_TPHE_C9,TRUE
abx_hospital,0.22285021998368218,0.1214150486176948,1.8354415084523914,0.0699375474978481,REC_1,Birth_TPHE_C9,TRUE
abx_discharge,0.026995727829003734,0.09215333543240084,0.292943578247436,0.7702792409399304,REC_1,Birth_TPHE_C9,TRUE
gaBirth,0.014821578725872659,0.0317768500563185,0.4664269334312304,0.64210314406408,REC_1,Birth_TPHE_C9,TRUE
voi,-0.04867751694621778,0.11075064319148378,-0.4395235598050311,0.6613976436412543,REC_1,Birth_TPHE_C9,TRUE
anova,NA,NA,NA,0.6462978480123073,REC_1,Birth_TPHE_C9,NA
(Intercept),-3.133152321515377,0.2790868208733703,-11.226443125155589,1.819668341378587e-18,REC_1,Birth_TPHE_C10,TRUE
MODVaginal,0.28733995913869875,0.2214978605592028,1.2972583952425916,0.19805229545492592,REC_1,Birth_TPHE_C10,TRUE
milk_perinatalTRUE,-0.5457480253851544,0.2784886407376123,-1.959677866715396,0.053310375404085134,REC_1,Birth_TPHE_C10,TRUE
milk_months,0.039423004552344494,0.02792801672086784,1.4115934169749902,0.16171988685611113,REC_1,Birth_TPHE_C10,TRUE
abx_hospital,0.21742606268859266,0.12215136162734523,1.779972484890573,0.07865419663172378,REC_1,Birth_TPHE_C10,TRUE
abx_discharge,0.026327035681979118,0.09286398589199206,0.28350103034129376,0.777482155686158,REC_1,Birth_TPHE_C10,TRUE
gaBirth,0.012183807707010176,0.03164522783583355,0.3850124818255791,0.7011898877909071,REC_1,Birth_TPHE_C10,TRUE
voi,-0.016337432208036178,0.08690904102195866,-0.18798311448297214,0.8513379352744963,REC_1,Birth_TPHE_C10,TRUE
anova,NA,NA,NA,0.8423149346756571,REC_1,Birth_TPHE_C10,NA
(Intercept),-3.1471608784276413,0.27770711909497864,-11.332661865795671,1.1220640508997392e-18,REC_1,Birth_TPHE_C11,TRUE
MODVaginal,0.28438617438263303,0.223044070223244,1.2750223491617236,0.20577547050122258,REC_1,Birth_TPHE_C11,TRUE
milk_perinatalTRUE,-0.5258731776554054,0.2748798533333731,-1.9131019290003355,0.05910179354916376,REC_1,Birth_TPHE_C11,TRUE
milk_months,0.038284320969720544,0.027857930402909358,1.374270106070848,0.17297061946690395,REC_1,Birth_TPHE_C11,TRUE
abx_hospital,0.19558416482919755,0.12680561217458697,1.542393601317233,0.12669289041723356,REC_1,Birth_TPHE_C11,TRUE
abx_discharge,0.015911536846228026,0.09494005601142437,0.16759561258646563,0.8672995245342058,REC_1,Birth_TPHE_C11,TRUE
gaBirth,0.017173832615346947,0.03221255423401881,0.5331409763591527,0.5953272421097594,REC_1,Birth_TPHE_C11,TRUE
voi,0.07710688243962995,0.11478624463551478,0.6717432274613603,0.5035688530492224,REC_1,Birth_TPHE_C11,TRUE
anova,NA,NA,NA,0.5072768243265097,REC_1,Birth_TPHE_C11,NA
(Intercept),-3.1472488539560692,0.2815669403071889,-11.17762209768813,2.2732265662782118e-18,REC_1,Birth_TPHE_C12,TRUE
MODVaginal,0.292334990347911,0.22477933322031918,1.3005421190629507,0.19693029793241099,REC_1,Birth_TPHE_C12,TRUE
milk_perinatalTRUE,-0.53280368413615,0.2757781596524055,-1.9320010141764052,0.056690680425586754,REC_1,Birth_TPHE_C12,TRUE
milk_months,0.039289088456560296,0.027999937809935285,1.4031848471684554,0.1642041972013104,REC_1,Birth_TPHE_C12,TRUE
abx_hospital,0.2183572133718393,0.12214668172833208,1.7876638995195158,0.07739426817802468,REC_1,Birth_TPHE_C12,TRUE
abx_discharge,0.02702990246119013,0.0929904279875119,0.2906740300713542,0.7720086721748767,REC_1,Birth_TPHE_C12,TRUE
gaBirth,0.011223089670431813,0.03279762590593073,0.34219213618149,0.7330509682835171,REC_1,Birth_TPHE_C12,TRUE
voi,-0.015317261003371645,0.10380683098304945,-0.14755542441973585,0.8830430857045369,REC_1,Birth_TPHE_C12,TRUE
anova,NA,NA,NA,0.8832440098242268,REC_1,Birth_TPHE_C12,NA
(Intercept),-3.084287208006511,0.2743618582395575,-11.241676331385257,1.6976695761707882e-18,REC_1,Birth_TPHE_C13,TRUE
MODVaginal,0.27105171349134116,0.21827161049532431,1.2418092892439967,0.2177225791778245,REC_1,Birth_TPHE_C13,TRUE
milk_perinatalTRUE,-0.6044550312622002,0.27409309355332523,-2.2052909959389493,0.030133474481671273,REC_1,Birth_TPHE_C13,TRUE
milk_months,0.042422547989313976,0.027260147191712904,1.5562112592778092,0.12337354852630006,REC_1,Birth_TPHE_C13,TRUE
abx_hospital,0.23315071604760296,0.12014633008540906,1.9405562856714962,0.05562691006967504,REC_1,Birth_TPHE_C13,TRUE
abx_discharge,0.027936955617456995,0.09136918534776586,0.3057590533517885,0.7605356878393447,REC_1,Birth_TPHE_C13,TRUE
gaBirth,0.010707457841891274,0.031017998872664626,0.345201438875784,0.7307957236084914,REC_1,Birth_TPHE_C13,TRUE
voi,0.1063371334290598,0.10101846503910213,1.0526504573980502,0.2954845004052602,REC_1,Birth_TPHE_C13,TRUE
anova,NA,NA,NA,0.2853099045255222,REC_1,Birth_TPHE_C13,NA
(Intercept),-3.1476312990855124,0.2823319131911893,-11.148691139828752,2.5939287307678396e-18,REC_1,Birth_TPHE_C14,TRUE
MODVaginal,0.2932307309046205,0.22658271852118309,1.2941442878716565,0.1991207275953825,REC_1,Birth_TPHE_C14,TRUE
milk_perinatalTRUE,-0.532033612475989,0.2765900082865871,-1.9235460303566916,0.05775885773814986,REC_1,Birth_TPHE_C14,TRUE
milk_months,0.037990562701654906,0.029037417316706803,1.308331326002498,0.19428780136112825,REC_1,Birth_TPHE_C14,TRUE
abx_hospital,0.21071269766521278,0.13364278117276612,1.5766859669944675,0.11858250574999807,REC_1,Birth_TPHE_C14,TRUE
abx_discharge,0.021711046983648515,0.09790681669182609,0.22175214880069832,0.8250387280532008,REC_1,Birth_TPHE_C14,TRUE
gaBirth,0.012634582181253132,0.03175693625882928,0.39785267943598873,0.6917362356165515,REC_1,Birth_TPHE_C14,TRUE
voi,0.01717525617788233,0.11347499027573668,0.15135719453376995,0.8800526017964897,REC_1,Birth_TPHE_C14,TRUE
anova,NA,NA,NA,0.8953953282500067,REC_1,Birth_TPHE_C14,NA
(Intercept),-3.18029615581892,0.2838845786184431,-11.202778859268074,2.026885582244605e-18,REC_1,Birth_TPHE_C15,TRUE
MODVaginal,0.31553981031267603,0.22445416563526374,1.4058095532315749,0.16342560650998805,REC_1,Birth_TPHE_C15,TRUE
milk_perinatalTRUE,-0.5134770170383385,0.2766572243409253,-1.8560043688054195,0.06691817568511342,REC_1,Birth_TPHE_C15,TRUE
milk_months,0.03989421835094437,0.028101090841541977,1.419667961500219,0.15936154291190502,REC_1,Birth_TPHE_C15,TRUE
abx_hospital,0.23674598202907662,0.12409209940504146,1.9078247782425575,0.05979031720192509,REC_1,Birth_TPHE_C15,TRUE
abx_discharge,0.028080191715189825,0.09259534199027862,0.30325706576188144,0.762434959161759,REC_1,Birth_TPHE_C15,TRUE
gaBirth,0.006763498774874938,0.0330826288938112,0.20444260329444958,0.8384963736203124,REC_1,Birth_TPHE_C15,TRUE
voi,-0.08259215833055372,0.11342102559087076,-0.7281908967079693,0.46849808617588184,REC_1,Birth_TPHE_C15,TRUE
anova,NA,NA,NA,0.44666971679997275,REC_1,Birth_TPHE_C15,NA
(Intercept),-3.175148519859411,0.27706577874245913,-11.459908669597215,6.295644476065282e-19,REC_1,Birth_TPHE_C17,TRUE
MODVaginal,0.35169350490230195,0.22285149035389584,1.5781519088959224,0.11824525346808311,REC_1,Birth_TPHE_C17,TRUE
milk_perinatalTRUE,-0.5259299450040389,0.2702875934577232,-1.945816077889279,0.05498134114742943,REC_1,Birth_TPHE_C17,TRUE
milk_months,0.03389356782874599,0.027827601618074287,1.2179837951514945,0.2266003001357736,REC_1,Birth_TPHE_C17,TRUE
abx_hospital,0.3264367342034545,0.1441806461459724,2.264081504205225,0.026114921305499937,REC_1,Birth_TPHE_C17,TRUE
abx_discharge,0.04310550716105536,0.09293732052662729,0.4638126741420879,0.6439675572724686,REC_1,Birth_TPHE_C17,TRUE
gaBirth,0.013942485381015852,0.03160958061841827,0.44108416208761225,0.6602719754424473,REC_1,Birth_TPHE_C17,TRUE
voi,-0.2183226318789287,0.16308318122778312,-1.3387194818942794,0.18423155662929577,REC_1,Birth_TPHE_C17,TRUE
anova,NA,NA,NA,0.11648256635021063,REC_1,Birth_TPHE_C17,NA
(Intercept),-3.1708818565597783,0.28037768980049615,-11.309323002183346,1.2477221406387007e-18,REC_1,Birth_TPHE_C21,TRUE
MODVaginal,0.3108619819399009,0.2227963540757336,1.3952740978617262,0.16656804026889946,REC_1,Birth_TPHE_C21,TRUE
milk_perinatalTRUE,-0.5206254655099167,0.274273104507361,-1.8982009426153708,0.06106340010896687,REC_1,Birth_TPHE_C21,TRUE
milk_months,0.039022935643888014,0.02789556751130109,1.3988937714953813,0.16548321934557583,REC_1,Birth_TPHE_C21,TRUE
abx_hospital,0.23517223831374298,0.12296059212223459,1.912582187957905,0.059169306856937526,REC_1,Birth_TPHE_C21,TRUE
abx_discharge,0.02741019609245312,0.09233063351958659,0.296870009958704,0.7672899868272302,REC_1,Birth_TPHE_C21,TRUE
gaBirth,0.007551025524608841,0.03269240813343696,0.2309718358399498,0.8178917346563377,REC_1,Birth_TPHE_C21,TRUE
voi,-0.08079796458068261,0.11134451142618583,-0.7256573633110457,0.470042110400964,REC_1,Birth_TPHE_C21,TRUE
anova,NA,NA,NA,0.4417416404671833,REC_1,Birth_TPHE_C21,NA
(Intercept),-3.1281272548070236,0.27730209999989897,-11.280575425891701,1.4220994761245124e-18,REC_1,Birth_TPHE_C22,TRUE
MODVaginal,0.2664853579790815,0.22569997640756703,1.1807061844697078,0.241012861717118,REC_1,Birth_TPHE_C22,TRUE
milk_perinatalTRUE,-0.5287818552046122,0.27356278726394,-1.9329451220075142,0.056572449662779356,REC_1,Birth_TPHE_C22,TRUE
milk_months,0.04078490957542213,0.02803253836324574,1.4549131814939877,0.14937641890886033,REC_1,Birth_TPHE_C22,TRUE
abx_hospital,0.2246909145387013,0.12252060408262477,1.8339030910031708,0.07016794759607939,REC_1,Birth_TPHE_C22,TRUE
abx_discharge,0.032379493708435375,0.09342491300526251,0.34658307582915787,0.7297610825966594,REC_1,Birth_TPHE_C22,TRUE
gaBirth,0.019048386026773514,0.03531848191626769,0.5393319586026666,0.5910677947756842,REC_1,Birth_TPHE_C22,TRUE
voi,-0.054034537266416785,0.13130267080014338,-0.4115265663458064,0.6817222923819699,REC_1,Birth_TPHE_C22,TRUE
anova,NA,NA,NA,0.671127933232356,REC_1,Birth_TPHE_C22,NA
(Intercept),-3.156000092846837,0.2809239797185431,-11.23435634084646,1.755233017747308e-18,REC_1,Birth_TPHE_C24,TRUE
MODVaginal,0.2868504632433069,0.22177374581643186,1.2934374273532845,0.19936384321056783,REC_1,Birth_TPHE_C24,TRUE
milk_perinatalTRUE,-0.5079521188485748,0.2831610605268542,-1.7938628916824604,0.07639103205191246,REC_1,Birth_TPHE_C24,TRUE
milk_months,0.039510548334822315,0.027869196029717415,1.417713962494344,0.1599298075846091,REC_1,Birth_TPHE_C24,TRUE
abx_hospital,0.22752398633456694,0.1238039053742243,1.8377771334985442,0.06958896232364926,REC_1,Birth_TPHE_C24,TRUE
abx_discharge,0.02399304091593845,0.09265916120002886,0.25893868026868105,0.7963085931015423,REC_1,Birth_TPHE_C24,TRUE
gaBirth,0.01735441776731066,0.03371982467003335,0.5146651246598399,0.6081227449330859,REC_1,Birth_TPHE_C24,TRUE
voi,0.04523491406578177,0.10863134182834333,0.41640757910604576,0.6781613889057727,REC_1,Birth_TPHE_C24,TRUE
anova,NA,NA,NA,0.6769453136052629,REC_1,Birth_TPHE_C24,NA
(Intercept),-3.1234954487546265,0.28399849905051927,-10.998281537392918,5.157221702916307e-18,REC_1,Birth_TPHE_C25,TRUE
MODVaginal,0.2751373728801964,0.22583617519699603,1.2183051392904398,0.22647883945713687,REC_1,Birth_TPHE_C25,TRUE
milk_perinatalTRUE,-0.5513019006662524,0.2801742350456875,-1.9677109159461168,0.052361936329162376,REC_1,Birth_TPHE_C25,TRUE
milk_months,0.039950918753983274,0.028024108050068216,1.4255910904499252,0.15764846744861616,REC_1,Birth_TPHE_C25,TRUE
abx_hospital,0.22444250562415136,0.12377089159749619,1.8133706780915821,0.07330411477664947,REC_1,Birth_TPHE_C25,TRUE
abx_discharge,0.03078150417393209,0.09459163910009719,0.32541463988544483,0.7456669532552223,REC_1,Birth_TPHE_C25,TRUE
gaBirth,0.011005587711578047,0.032087948365995524,0.34298196899496913,0.7324588203856038,REC_1,Birth_TPHE_C25,TRUE
voi,0.028033630530899405,0.11390064011674672,0.2461235556021923,0.8061799581733353,REC_1,Birth_TPHE_C25,TRUE
anova,NA,NA,NA,0.7942115854556115,REC_1,Birth_TPHE_C25,NA
(Intercept),-3.1465199343440364,0.28121938270125657,-11.188844467689592,2.1598231500147654e-18,REC_1,Birth_TPHE_C26,TRUE
MODVaginal,0.2918601990187801,0.2246975515127219,1.2989024448815838,0.1974899557268728,REC_1,Birth_TPHE_C26,TRUE
milk_perinatalTRUE,-0.5303324776695745,0.2779105074388943,-1.9082850898906065,0.05972999079255835,REC_1,Birth_TPHE_C26,TRUE
milk_months,0.03914602301614777,0.027990100257140195,1.3985667309698804,0.16558101092643765,REC_1,Birth_TPHE_C26,TRUE
abx_hospital,0.215283663847935,0.12459398849908734,1.7278816292931496,0.08764102057639,REC_1,Birth_TPHE_C26,TRUE
abx_discharge,0.02474673766169108,0.09349059514164997,0.2646976160992095,0.7918832167636066,REC_1,Birth_TPHE_C26,TRUE
gaBirth,0.013605819958666098,0.03272518659727769,0.41575988935072794,0.6786334871840538,REC_1,Birth_TPHE_C26,TRUE
voi,0.017988506539553237,0.12209838524382664,0.14732796427758446,0.8832220607817982,REC_1,Birth_TPHE_C26,TRUE
anova,NA,NA,NA,0.8868142165263019,REC_1,Birth_TPHE_C26,NA
(Intercept),-3.131538215142995,0.27856246880609675,-11.24178080616744,1.6968618702679086e-18,REC_1,Birth_TPHE_C27,TRUE
MODVaginal,0.28338816873416794,0.22286065408882172,1.2715935430272174,0.2069859426876284,REC_1,Birth_TPHE_C27,TRUE
milk_perinatalTRUE,-0.529310146126173,0.27456334703722335,-1.9278252244441532,0.0572161278812373,REC_1,Birth_TPHE_C27,TRUE
milk_months,0.039936402826787204,0.027919005364177713,1.4304378793532795,0.15625728090125507,REC_1,Birth_TPHE_C27,TRUE
abx_hospital,0.24199140839525685,0.130486693263226,1.8545293956303763,0.06713105805610492,REC_1,Birth_TPHE_C27,TRUE
