estimate,std.error,statistic,p.value,term,response,voi,produced_warning
-0.3091,0.201,-1.538,0.1241,voiTPHE_3,NAS_1,TPHE_IST_Disch,FALSE
0.2214,0.3318,0.6671,0.5047,voiTPHE_4,NAS_1,TPHE_IST_Disch,FALSE
0.4216,0.3141,1.342,0.1795,voiTPHE_5,NAS_1,TPHE_IST_Disch,FALSE
NA,NA,NA,0.05597254491280035,anova,NAS_1,TPHE_IST_Disch,NA
3.693,0.08974,41.15,0,log_alpha,NAS_1,TPHE_IST_1YR,FALSE
1.141,0.1302,8.765,0,log_beta,NAS_1,TPHE_IST_1YR,FALSE
-0.1426,0.1986,-0.7179,0.4728,MODVaginal,NAS_1,TPHE_IST_1YR,FALSE
0.1012,0.3341,0.303,0.7619,milk_perinatalTRUE,NAS_1,TPHE_IST_1YR,FALSE
0.02318,0.0316,0.7336,0.4632,milk_months,NAS_1,TPHE_IST_1YR,FALSE
-0.0586,0.1012,-0.579,0.5626,abx_hospital,NAS_1,TPHE_IST_1YR,FALSE
-0.1429,0.03309,-4.318,1.571e-5,abx_discharge,NAS_1,TPHE_IST_1YR,FALSE
-0.05946,0.02655,-2.239,0.02515,gaBirth,NAS_1,TPHE_IST_1YR,FALSE
-0.4977,0.4215,-1.181,0.2377,voiTPHE_6,NAS_1,TPHE_IST_1YR,FALSE
-0.9563,0.4194,-2.28,0.02259,voiTPHE_7,NAS_1,TPHE_IST_1YR,FALSE
NA,NA,NA,0.025927872341830027,anova,NAS_1,TPHE_IST_1YR,NA
3.676,0.09649,38.09,0,log_alpha,NAS_1,Birth_TPHE_C1,FALSE
1.08,0.1342,8.045,8.882e-16,log_beta,NAS_1,Birth_TPHE_C1,FALSE
-0.1191,0.2485,-0.4793,0.6317,MODVaginal,NAS_1,Birth_TPHE_C1,FALSE
0.05051,0.4332,0.1166,0.9072,milk_perinatalTRUE,NAS_1,Birth_TPHE_C1,FALSE
0.06503,0.03118,2.086,0.03701,milk_months,NAS_1,Birth_TPHE_C1,FALSE
0.06503,0.1011,0.6433,0.52,abx_hospital,NAS_1,Birth_TPHE_C1,FALSE
-0.1227,0.07644,-1.605,0.1086,abx_discharge,NAS_1,Birth_TPHE_C1,FALSE
-0.01209,0.0288,-0.4199,0.6746,gaBirth,NAS_1,Birth_TPHE_C1,FALSE
0.08617,0.08933,0.9646,0.3347,voi,NAS_1,Birth_TPHE_C1,FALSE
NA,NA,NA,0.32704407296836924,anova,NAS_1,Birth_TPHE_C1,NA
3.68,0.09742,37.77,0,log_alpha,NAS_1,Birth_TPHE_C2,FALSE
1.069,0.134,7.976,1.554e-15,log_beta,NAS_1,Birth_TPHE_C2,FALSE
-0.1505,0.2515,-0.5985,0.5495,MODVaginal,NAS_1,Birth_TPHE_C2,FALSE
-0.009957,0.4794,-0.02077,0.9834,milk_perinatalTRUE,NAS_1,Birth_TPHE_C2,FALSE
0.0754,0.02948,2.557,0.01054,milk_months,NAS_1,Birth_TPHE_C2,FALSE
0.07941,0.102,0.7783,0.4364,abx_hospital,NAS_1,Birth_TPHE_C2,FALSE
-0.1323,0.07774,-1.702,0.08879,abx_discharge,NAS_1,Birth_TPHE_C2,FALSE
-0.005675,0.03187,-0.1781,0.8587,gaBirth,NAS_1,Birth_TPHE_C2,FALSE
0.004579,0.1205,0.03801,0.9697,voi,NAS_1,Birth_TPHE_C2,FALSE
NA,NA,NA,0.9696505778809388,anova,NAS_1,Birth_TPHE_C2,NA
3.689,0.09655,38.21,0,log_alpha,NAS_1,Birth_TPHE_C3,FALSE
1.087,0.1326,8.195,2.22e-16,log_beta,NAS_1,Birth_TPHE_C3,FALSE
-0.131,0.2427,-0.5397,0.5894,MODVaginal,NAS_1,Birth_TPHE_C3,FALSE
0.02873,0.4322,0.06648,0.947,milk_perinatalTRUE,NAS_1,Birth_TPHE_C3,FALSE
0.0549,0.0317,1.732,0.0833,milk_months,NAS_1,Birth_TPHE_C3,FALSE
0.05402,0.1003,0.5383,0.5904,abx_hospital,NAS_1,Birth_TPHE_C3,FALSE
-0.1551,0.0783,-1.981,0.04758,abx_discharge,NAS_1,Birth_TPHE_C3,FALSE
-0.001366,0.02858,-0.0478,0.9619,gaBirth,NAS_1,Birth_TPHE_C3,FALSE
0.164,0.1037,1.582,0.1136,voi,NAS_1,Birth_TPHE_C3,FALSE
NA,NA,NA,0.11146844884915041,anova,NAS_1,Birth_TPHE_C3,NA
3.673,0.09634,38.13,0,log_alpha,NAS_1,Birth_TPHE_C4,FALSE
1.082,0.1348,8.031,8.882e-16,log_beta,NAS_1,Birth_TPHE_C4,FALSE
-0.1068,0.2527,-0.4227,0.6725,MODVaginal,NAS_1,Birth_TPHE_C4,FALSE
0.1333,0.4438,0.3003,0.7639,milk_perinatalTRUE,NAS_1,Birth_TPHE_C4,FALSE
0.07333,0.02937,2.497,0.01253,milk_months,NAS_1,Birth_TPHE_C4,FALSE
0.07347,0.1015,0.7241,0.469,abx_hospital,NAS_1,Birth_TPHE_C4,FALSE
-0.1191,0.07662,-1.555,0.1201,abx_discharge,NAS_1,Birth_TPHE_C4,FALSE
-0.0112,0.02881,-0.3888,0.6974,gaBirth,NAS_1,Birth_TPHE_C4,FALSE
0.095,0.09535,0.9963,0.3191,voi,NAS_1,Birth_TPHE_C4,FALSE
NA,NA,NA,0.3319338599097956,anova,NAS_1,Birth_TPHE_C4,NA
3.677,0.09732,37.79,0,log_alpha,NAS_1,Birth_TPHE_C5,FALSE
1.071,0.1342,7.981,1.554e-15,log_beta,NAS_1,Birth_TPHE_C5,FALSE
-0.1288,0.2531,-0.5087,0.611,MODVaginal,NAS_1,Birth_TPHE_C5,FALSE
-0.06591,0.4444,-0.1483,0.8821,milk_perinatalTRUE,NAS_1,Birth_TPHE_C5,FALSE
0.07364,0.02978,2.473,0.01341,milk_months,NAS_1,Birth_TPHE_C5,FALSE
0.07474,0.101,0.7402,0.4592,abx_hospital,NAS_1,Birth_TPHE_C5,FALSE
-0.1266,0.07652,-1.655,0.09801,abx_discharge,NAS_1,Birth_TPHE_C5,FALSE
-0.01169,0.03151,-0.3709,0.7107,gaBirth,NAS_1,Birth_TPHE_C5,FALSE
-0.05034,0.1204,-0.4181,0.6759,voi,NAS_1,Birth_TPHE_C5,FALSE
NA,NA,NA,0.6777381734683794,anova,NAS_1,Birth_TPHE_C5,NA
3.68,0.09699,37.95,0,log_alpha,NAS_1,Birth_TPHE_C6,FALSE
1.073,0.1343,7.988,1.332e-15,log_beta,NAS_1,Birth_TPHE_C6,FALSE
-0.1736,0.251,-0.6917,0.4891,MODVaginal,NAS_1,Birth_TPHE_C6,FALSE
-0.008972,0.4402,-0.02038,0.9837,milk_perinatalTRUE,NAS_1,Birth_TPHE_C6,FALSE
0.07415,0.02944,2.519,0.01178,milk_months,NAS_1,Birth_TPHE_C6,FALSE
0.07443,0.1,0.744,0.4569,abx_hospital,NAS_1,Birth_TPHE_C6,FALSE
-0.1425,0.0801,-1.779,0.07531,abx_discharge,NAS_1,Birth_TPHE_C6,FALSE
0.00297,0.03566,0.08329,0.9336,gaBirth,NAS_1,Birth_TPHE_C6,FALSE
0.0527,0.1237,0.4261,0.67,voi,NAS_1,Birth_TPHE_C6,FALSE
NA,NA,NA,0.6709326941084552,anova,NAS_1,Birth_TPHE_C6,NA
3.67,0.09676,37.93,0,log_alpha,NAS_1,Birth_TPHE_C8,FALSE
1.084,0.1347,8.047,8.882e-16,log_beta,NAS_1,Birth_TPHE_C8,FALSE
-0.111,0.2512,-0.4419,0.6586,MODVaginal,NAS_1,Birth_TPHE_C8,FALSE
0.1416,0.4348,0.3256,0.7448,milk_perinatalTRUE,NAS_1,Birth_TPHE_C8,FALSE
0.07081,0.02959,2.393,0.01672,milk_months,NAS_1,Birth_TPHE_C8,FALSE
0.06498,0.1017,0.6392,0.5227,abx_hospital,NAS_1,Birth_TPHE_C8,FALSE
-0.1099,0.07809,-1.408,0.1592,abx_discharge,NAS_1,Birth_TPHE_C8,FALSE
-0.0203,0.0311,-0.6527,0.5139,gaBirth,NAS_1,Birth_TPHE_C8,FALSE
0.1157,0.1002,1.154,0.2486,voi,NAS_1,Birth_TPHE_C8,FALSE
NA,NA,NA,0.263873807196608,anova,NAS_1,Birth_TPHE_C8,NA
3.674,0.09621,38.19,0,log_alpha,NAS_1,Birth_TPHE_C9,FALSE
1.085,0.1341,8.089,6.661e-16,log_beta,NAS_1,Birth_TPHE_C9,FALSE
-0.1104,0.2471,-0.4468,0.655,MODVaginal,NAS_1,Birth_TPHE_C9,FALSE
0.06455,0.4252,0.1518,0.8793,milk_perinatalTRUE,NAS_1,Birth_TPHE_C9,FALSE
0.06419,0.03058,2.099,0.03584,milk_months,NAS_1,Birth_TPHE_C9,FALSE
0.06541,0.1005,0.6511,0.515,abx_hospital,NAS_1,Birth_TPHE_C9,FALSE
-0.1171,0.07667,-1.527,0.1267,abx_discharge,NAS_1,Birth_TPHE_C9,FALSE
-0.01462,0.02898,-0.5045,0.6139,gaBirth,NAS_1,Birth_TPHE_C9,FALSE
0.1137,0.09362,1.215,0.2245,voi,NAS_1,Birth_TPHE_C9,FALSE
NA,NA,NA,0.20818730258772644,anova,NAS_1,Birth_TPHE_C9,NA
3.673,0.0948,38.75,0,log_alpha,NAS_1,Birth_TPHE_C10,FALSE
1.097,0.1357,8.085,6.661e-16,log_beta,NAS_1,Birth_TPHE_C10,FALSE
-0.1397,0.2444,-0.5715,0.5677,MODVaginal,NAS_1,Birth_TPHE_C10,FALSE
0.2496,0.4454,0.5604,0.5752,milk_perinatalTRUE,NAS_1,Birth_TPHE_C10,FALSE
0.07395,0.02884,2.564,0.01034,milk_months,NAS_1,Birth_TPHE_C10,FALSE
0.07284,0.09919,0.7343,0.4627,abx_hospital,NAS_1,Birth_TPHE_C10,FALSE
-0.1269,0.07468,-1.7,0.08916,abx_discharge,NAS_1,Birth_TPHE_C10,FALSE
-0.009707,0.02811,-0.3453,0.7298,gaBirth,NAS_1,Birth_TPHE_C10,FALSE
0.1245,0.09047,1.376,0.1689,voi,NAS_1,Birth_TPHE_C10,FALSE
NA,NA,NA,0.18834001655626553,anova,NAS_1,Birth_TPHE_C10,NA
3.683,0.09723,37.88,0,log_alpha,NAS_1,Birth_TPHE_C11,FALSE
1.073,0.1342,7.994,1.332e-15,log_beta,NAS_1,Birth_TPHE_C11,FALSE
-0.1591,0.2472,-0.6436,0.5198,MODVaginal,NAS_1,Birth_TPHE_C11,FALSE
-0.02713,0.4382,-0.06191,0.9506,milk_perinatalTRUE,NAS_1,Birth_TPHE_C11,FALSE
0.07322,0.0299,2.448,0.01435,milk_months,NAS_1,Birth_TPHE_C11,FALSE
0.07126,0.1019,0.6996,0.4842,abx_hospital,NAS_1,Birth_TPHE_C11,FALSE
-0.1395,0.07825,-1.783,0.07455,abx_discharge,NAS_1,Birth_TPHE_C11,FALSE
-3.838e-4,0.03181,-0.012070000000000001,0.9904,gaBirth,NAS_1,Birth_TPHE_C11,FALSE
0.0448,0.1104,0.4059,0.6848,voi,NAS_1,Birth_TPHE_C11,FALSE
NA,NA,NA,0.6863676290029792,anova,NAS_1,Birth_TPHE_C11,NA
3.689,0.09678,38.12,0,log_alpha,NAS_1,Birth_TPHE_C12,FALSE
1.08,0.1334,8.096,6.661e-16,log_beta,NAS_1,Birth_TPHE_C12,FALSE
-0.2184,0.2495,-0.8753,0.3814,MODVaginal,NAS_1,Birth_TPHE_C12,FALSE
-0.01951,0.4347,-0.04488,0.9642,milk_perinatalTRUE,NAS_1,Birth_TPHE_C12,FALSE
0.06691,0.02997,2.232,0.02559,milk_months,NAS_1,Birth_TPHE_C12,FALSE
0.06975,0.1017,0.6858,0.4929,abx_hospital,NAS_1,Birth_TPHE_C12,FALSE
-0.1454,0.07614,-1.91,0.05614,abx_discharge,NAS_1,Birth_TPHE_C12,FALSE
0.003249,0.0296,0.1098,0.9126,gaBirth,NAS_1,Birth_TPHE_C12,FALSE
0.1174,0.1081,1.086,0.2774,voi,NAS_1,Birth_TPHE_C12,FALSE
NA,NA,NA,0.27236758558457064,anova,NAS_1,Birth_TPHE_C12,NA
3.654,0.09425,38.77,0,log_alpha,NAS_1,Birth_TPHE_C13,FALSE
1.117,0.1355,8.244,2.22e-16,log_beta,NAS_1,Birth_TPHE_C13,FALSE
-0.1656,0.2435,-0.6803,0.4963,MODVaginal,NAS_1,Birth_TPHE_C13,FALSE
0.1274,0.4026,0.3165,0.7516,milk_perinatalTRUE,NAS_1,Birth_TPHE_C13,FALSE
0.07814,0.02803,2.788,0.005309,milk_months,NAS_1,Birth_TPHE_C13,FALSE
0.07152,0.09822,0.7282,0.4665,abx_hospital,NAS_1,Birth_TPHE_C13,FALSE
-0.1127,0.07458,-1.512,0.1306,abx_discharge,NAS_1,Birth_TPHE_C13,FALSE
-0.009806,0.02817,-0.3481,0.7277,gaBirth,NAS_1,Birth_TPHE_C13,FALSE
-0.1978,0.09679,-2.044,0.04096,voi,NAS_1,Birth_TPHE_C13,FALSE
NA,NA,NA,0.056105906415526596,anova,NAS_1,Birth_TPHE_C13,NA
3.686,0.09686,38.05,0,log_alpha,NAS_1,Birth_TPHE_C14,FALSE
1.086,0.1338,8.116,4.441e-16,log_beta,NAS_1,Birth_TPHE_C14,FALSE
-0.1657,0.246,-0.6736,0.5006,MODVaginal,NAS_1,Birth_TPHE_C14,FALSE
0.01252,0.4358,0.02872,0.9771,milk_perinatalTRUE,NAS_1,Birth_TPHE_C14,FALSE
0.06191,0.03068,2.018,0.04362,milk_months,NAS_1,Birth_TPHE_C14,FALSE
0.02599,0.106,0.2453,0.8063,abx_hospital,NAS_1,Birth_TPHE_C14,FALSE
-0.1769,0.08438,-2.096,0.0361,abx_discharge,NAS_1,Birth_TPHE_C14,FALSE
-0.003873,0.02861,-0.1354,0.8923,gaBirth,NAS_1,Birth_TPHE_C14,FALSE
0.1459,0.1069,1.365,0.1722,voi,NAS_1,Birth_TPHE_C14,FALSE
NA,NA,NA,0.18745122624702826,anova,NAS_1,Birth_TPHE_C14,NA
3.68,0.0973,37.82,0,log_alpha,NAS_1,Birth_TPHE_C15,FALSE
1.069,0.1339,7.986,1.332e-15,log_beta,NAS_1,Birth_TPHE_C15,FALSE
-0.1816,0.2624,-0.6921,0.4889,MODVaginal,NAS_1,Birth_TPHE_C15,FALSE
-0.03605,0.4404,-0.08187,0.9348,milk_perinatalTRUE,NAS_1,Birth_TPHE_C15,FALSE
0.07328,0.0301,2.434,0.01491,milk_months,NAS_1,Birth_TPHE_C15,FALSE
0.06987,0.1052,0.6643,0.5065,abx_hospital,NAS_1,Birth_TPHE_C15,FALSE
-0.134,0.07612,-1.761,0.07832,abx_discharge,NAS_1,Birth_TPHE_C15,FALSE
-0.003118,0.03004,-0.1038,0.9173,gaBirth,NAS_1,Birth_TPHE_C15,FALSE
0.03602,0.1096,0.3286,0.7424,voi,NAS_1,Birth_TPHE_C15,FALSE
NA,NA,NA,0.7394258635811634,anova,NAS_1,Birth_TPHE_C15,NA
3.682,0.09569,38.48,0,log_alpha,NAS_1,Birth_TPHE_C17,FALSE
1.085,0.1347,8.051,8.882e-16,log_beta,NAS_1,Birth_TPHE_C17,FALSE
-0.2275,0.2546,-0.8936,0.3715,MODVaginal,NAS_1,Birth_TPHE_C17,FALSE
-0.05611,0.4328,-0.1296,0.8969,milk_perinatalTRUE,NAS_1,Birth_TPHE_C17,FALSE
0.07833,0.0289,2.71,0.006722,milk_months,NAS_1,Birth_TPHE_C17,FALSE
0.024,0.1144,0.2098,0.8338,abx_hospital,NAS_1,Birth_TPHE_C17,FALSE
-0.1646,0.08066,-2.04,0.04133,abx_discharge,NAS_1,Birth_TPHE_C17,FALSE
-0.002311,0.02837,-0.08149,0.9351,gaBirth,NAS_1,Birth_TPHE_C17,FALSE
0.1202,0.122,0.9851,0.3246,voi,NAS_1,Birth_TPHE_C17,FALSE
NA,NA,NA,0.3402447816330182,anova,NAS_1,Birth_TPHE_C17,NA
3.68,0.09744,37.76,0,log_alpha,NAS_1,Birth_TPHE_C21,FALSE
1.069,0.1339,7.978,1.554e-15,log_beta,NAS_1,Birth_TPHE_C21,FALSE
-0.168,0.2606,-0.6446,0.5192,MODVaginal,NAS_1,Birth_TPHE_C21,FALSE
-0.02604,0.4398,-0.0592,0.9528,milk_perinatalTRUE,NAS_1,Birth_TPHE_C21,FALSE
0.07492,0.02953,2.537,0.01116,milk_months,NAS_1,Birth_TPHE_C21,FALSE
0.07331,0.1052,0.6967,0.486,abx_hospital,NAS_1,Birth_TPHE_C21,FALSE
-0.1329,0.07613,-1.745,0.0809,abx_discharge,NAS_1,Birth_TPHE_C21,FALSE
-0.005284,0.02898,-0.1824,0.8553,gaBirth,NAS_1,Birth_TPHE_C21,FALSE
0.01938,0.1006,0.1927,0.8472,voi,NAS_1,Birth_TPHE_C21,FALSE
NA,NA,NA,0.8461253024399822,anova,NAS_1,Birth_TPHE_C21,NA
3.681,0.09639,38.19,0,log_alpha,NAS_1,Birth_TPHE_C22,FALSE
1.075,0.1344,8.003,1.11e-15,log_beta,NAS_1,Birth_TPHE_C22,FALSE
-0.1669,0.246,-0.6782,0.4976,MODVaginal,NAS_1,Birth_TPHE_C22,FALSE
6.195e-4,0.4332,0.00143,0.9989,milk_perinatalTRUE,NAS_1,Birth_TPHE_C22,FALSE
0.08007,0.03047,2.628,0.008599,milk_months,NAS_1,Birth_TPHE_C22,FALSE
0.08548,0.1013,0.8442,0.3985,abx_hospital,NAS_1,Birth_TPHE_C22,FALSE
-0.1329,0.0748,-1.777,0.07563,abx_discharge,NAS_1,Birth_TPHE_C22,FALSE
0.003014,0.03279,0.09192,0.9268,gaBirth,NAS_1,Birth_TPHE_C22,FALSE
-0.06713,0.1224,-0.5485,0.5833,voi,NAS_1,Birth_TPHE_C22,FALSE
NA,NA,NA,0.583761129602804,anova,NAS_1,Birth_TPHE_C22,NA
3.679,0.09704,37.91,0,log_alpha,NAS_1,Birth_TPHE_C24,FALSE
1.072,0.1342,7.986,1.332e-15,log_beta,NAS_1,Birth_TPHE_C24,FALSE
-0.13,0.2522,-0.5155,0.6062,MODVaginal,NAS_1,Birth_TPHE_C24,FALSE
-0.004556,0.4428,-0.01029,0.9918,milk_perinatalTRUE,NAS_1,Birth_TPHE_C24,FALSE
0.07742,0.02975,2.602,0.009265,milk_months,NAS_1,Birth_TPHE_C24,FALSE
0.09215,0.106,0.8697,0.3845,abx_hospital,NAS_1,Birth_TPHE_C24,FALSE
-0.1342,0.07614,-1.763,0.07789,abx_discharge,NAS_1,Birth_TPHE_C24,FALSE
0.001096,0.03406,0.03219,0.9743,gaBirth,NAS_1,Birth_TPHE_C24,FALSE
0.04312,0.1098,0.3929,0.6944,voi,NAS_1,Birth_TPHE_C24,FALSE
NA,NA,NA,0.6943793545686459,anova,NAS_1,Birth_TPHE_C24,NA
3.673,0.096,38.26,0,log_alpha,NAS_1,Birth_TPHE_C25,FALSE
1.089,0.1351,8.063,6.661e-16,log_beta,NAS_1,Birth_TPHE_C25,FALSE
-0.1135,0.2457,-0.462,0.6441,MODVaginal,NAS_1,Birth_TPHE_C25,FALSE
0.06717,0.4167,0.1612,0.872,milk_perinatalTRUE,NAS_1,Birth_TPHE_C25,FALSE
0.0732,0.02874,2.547,0.01087,milk_months,NAS_1,Birth_TPHE_C25,FALSE
0.03972,0.1042,0.381,0.7032,abx_hospital,NAS_1,Birth_TPHE_C25,FALSE
-0.1441,0.07612,-1.894,0.05829,abx_discharge,NAS_1,Birth_TPHE_C25,FALSE
-0.006353,0.02849,-0.2229,0.8236,gaBirth,NAS_1,Birth_TPHE_C25,FALSE
-0.1208,0.1043,-1.158,0.2469,voi,NAS_1,Birth_TPHE_C25,FALSE
NA,NA,NA,0.2536872746543719,anova,NAS_1,Birth_TPHE_C25,NA
3.677,0.09763,37.66,0,log_alpha,NAS_1,Birth_TPHE_C26,FALSE
1.072,0.1343,7.978,1.554e-15,log_beta,NAS_1,Birth_TPHE_C26,FALSE
-0.1494,0.2472,-0.6046,0.5454,MODVaginal,NAS_1,Birth_TPHE_C26,FALSE
-0.03899,0.4416,-0.0883,0.9296,milk_perinatalTRUE,NAS_1,Birth_TPHE_C26,FALSE
0.07803,0.03023,2.581,0.009847,milk_months,NAS_1,Birth_TPHE_C26,FALSE
0.07165,0.1028,0.697,0.4858,abx_hospital,NAS_1,Birth_TPHE_C26,FALSE
-0.1345,0.07612,-1.767,0.0772,abx_discharge,NAS_1,Birth_TPHE_C26,FALSE
-0.005876,0.02863,-0.2052,0.8374,gaBirth,NAS_1,Birth_TPHE_C26,FALSE
0.03611,0.10780000000000001,0.335,0.7377,voi,NAS_1,Birth_TPHE_C26,FALSE
NA,NA,NA,0.7383571344434943,anova,NAS_1,Birth_TPHE_C26,NA
3.678,0.09647,38.12,0,log_alpha,NAS_1,Birth_TPHE_C27,FALSE
1.082,0.1353,7.996,1.332e-15,log_beta,NAS_1,Birth_TPHE_C27,FALSE
-0.1934,0.2553,-0.7573,0.4489,MODVaginal,NAS_1,Birth_TPHE_C27,FALSE
-0.0437,0.4349,-0.1005,0.92,milk_perinatalTRUE,NAS_1,Birth_TPHE_C27,FALSE
0.0738,0.02898,2.547,0.01086,milk_months,NAS_1,Birth_TPHE_C27,FALSE
0.0428,0.1095,0.3909,0.6959,abx_hospital,NAS_1,Birth_TPHE_C27,FALSE
-0.1386,0.07602,-1.822,0.06838,abx_discharge,NAS_1,Birth_TPHE_C27,FALSE
-0.02103,0.03364,-0.6251,0.5319,gaBirth,NAS_1,Birth_TPHE_C27,FALSE
-0.09476,0.1154,-0.8214,0.4114,voi,NAS_1,Birth_TPHE_C27,FALSE
NA,NA,NA,0.41579526166112435,anova,NAS_1,Birth_TPHE_C27,NA
3.808,0.08089,47.08,0,log_alpha,NAS_1,Discharge_TPHE_C1,FALSE
1.139,0.1174,9.707,0,log_beta,NAS_1,Discharge_TPHE_C1,FALSE
-0.1359,0.1815,-0.7488,0.454,MODVaginal,NAS_1,Discharge_TPHE_C1,FALSE
0.1658,0.3418,0.485,0.6276,milk_perinatalTRUE,NAS_1,Discharge_TPHE_C1,FALSE
0.06034,0.02749,2.195,0.02819,milk_months,NAS_1,Discharge_TPHE_C1,FALSE
-0.03424,0.08247,-0.4152,0.678,abx_hospital,NAS_1,Discharge_TPHE_C1,FALSE
-0.1188,0.03075,-3.862,1.123e-4,abx_discharge,NAS_1,Discharge_TPHE_C1,FALSE
-0.0536,0.02124,-2.523,0.01162,gaBirth,NAS_1,Discharge_TPHE_C1,FALSE
0.17,0.08105,2.098,0.03594,voi,NAS_1,Discharge_TPHE_C1,FALSE
NA,NA,NA,0.036641538070307345,anova,NAS_1,Discharge_TPHE_C1,NA
3.813,0.08362,45.6,0,log_alpha,NAS_1,Discharge_TPHE_C2,FALSE
1.105,0.1173,9.414,0,log_beta,NAS_1,Discharge_TPHE_C2,FALSE
-0.1585,0.19,-0.8342,0.4041,MODVaginal,NAS_1,Discharge_TPHE_C2,FALSE
0.2103,0.3641,0.5777,0.5635,milk_perinatalTRUE,NAS_1,Discharge_TPHE_C2,FALSE
0.0716,0.02817,2.541,0.01104,milk_months,NAS_1,Discharge_TPHE_C2,FALSE
-0.02498,0.08448,-0.2956,0.7675,abx_hospital,NAS_1,Discharge_TPHE_C2,FALSE
-0.1028,0.03309,-3.107,0.001892,abx_discharge,NAS_1,Discharge_TPHE_C2,FALSE
-0.04906,0.02313,-2.121,0.03388,gaBirth,NAS_1,Discharge_TPHE_C2,FALSE
0.04001,0.089,0.4496,0.653,voi,NAS_1,Discharge_TPHE_C2,FALSE
NA,NA,NA,0.6533332151589017,anova,NAS_1,Discharge_TPHE_C2,NA
3.813,0.0835,45.67,0,log_alpha,NAS_1,Discharge_TPHE_C3,FALSE
1.104,0.1173,9.412,0,log_beta,NAS_1,Discharge_TPHE_C3,FALSE
-0.1334,0.1875,-0.7117,0.4767,MODVaginal,NAS_1,Discharge_TPHE_C3,FALSE
0.1655,0.3524,0.4697,0.6385,milk_perinatalTRUE,NAS_1,Discharge_TPHE_C3,FALSE
0.06659,0.03074,2.166,0.03027,milk_months,NAS_1,Discharge_TPHE_C3,FALSE
-0.02724,0.08565,-0.318,0.7505,abx_hospital,NAS_1,Discharge_TPHE_C3,FALSE
-0.1086,0.03194,-3.4,6.74e-4,abx_discharge,NAS_1,Discharge_TPHE_C3,FALSE
-0.04796,0.02356,-2.035,0.04181,gaBirth,NAS_1,Discharge_TPHE_C3,FALSE
0.04706,0.08865,0.5308,0.5956,voi,NAS_1,Discharge_TPHE_C3,FALSE
NA,NA,NA,0.5956363633401991,anova,NAS_1,Discharge_TPHE_C3,NA
3.815,0.08035,47.48,0,log_alpha,NAS_1,Discharge_TPHE_C4,FALSE
1.144,0.1176,9.723,0,log_beta,NAS_1,Discharge_TPHE_C4,FALSE
-0.1127,0.1809,-0.6227,0.5335,MODVaginal,NAS_1,Discharge_TPHE_C4,FALSE
0.1491,0.3441,0.4334,0.6647,milk_perinatalTRUE,NAS_1,Discharge_TPHE_C4,FALSE
0.06642,0.02661,2.496,0.01256,milk_months,NAS_1,Discharge_TPHE_C4,FALSE
-0.04891,0.08248,-0.593,0.5532,abx_hospital,NAS_1,Discharge_TPHE_C4,FALSE
-0.1314,0.03194,-4.113,3.899e-5,abx_discharge,NAS_1,Discharge_TPHE_C4,FALSE
-0.04973,0.02124,-2.341,0.01921,gaBirth,NAS_1,Discharge_TPHE_C4,FALSE
