IST,epoch,term,estimate,std.error,statistic,p.value,conf.low,conf.high,n_obs,termwise_fdr
TPHE_2,late,cmv_pcrTRUE,-2.264145214476264,1.1590419526219509,-1.9534626933515054,0.05076479373054875,-4.535867441615288,0.0075770126627596746,121,1
TPHE_2,ever,GenderMale,-1.0453911753847946,0.5457562053523981,-1.9154911389597105,0.05542989812024356,-2.115073337875495,0.024290987105905604,122,1
ICS_4,late,GenderMale,-1.026554757544444,0.5385067885401085,-1.9062986379938371,0.0566114708642414,-2.0820280630830563,0.028918547994168486,121,1
TPHE_2,late,GenderMale,-1.0375987484073073,0.5454673981412468,-1.902219549588232,0.05714245807320204,-2.1067148487641507,0.03151735194953642,121,1
TPHE_1,late,GenderMale,0.9369466907465461,0.5025013969401148,1.8645653453938678,0.06224235416660738,-0.047956047256078715,1.921849428749171,121,1
ICS_7,early,mode_deliveryVaginal Breech,3.131101350172271,1.7226891953205317,1.8175660233299853,0.06913048862771988,-0.24536947265597098,6.507572173000513,89,1
TPHE_3,late,GenderMale,0.81167082829952375,0.4485468047701461,1.809556594022462,0.07036457629558676,-0.06748090904996251,1.6908225656490101,121,1
ICS_4,ever,cmv_pcrTRUE,-1.6846086818792092,0.9317937003054442,-1.8079202309770828,0.07061891655671644,-3.5109243344778798,0.14170697071946137,123,1
TPHE_5,late,cchorioYes,2.0825063259566416,1.171162040983635,1.778153878866828,0.07537858545297445,-0.21297127437128305,4.377983926284566,121,1
ICS_5,ever,cmv_pcrTRUE,1.3459108079995288,0.7642833912097566,1.7610101481717861,0.07823668539120224,-0.15208463877159417,2.8439062547706517,123,1
ICS_4,late,cmv_pcrTRUE,-1.607883198550545,0.9293162773416734,-1.7301786676436197,0.0835983584615967,-3.429343102140225,0.21357670503913484,121,1
TPHE_3,ever,GenderMale,0.75686548334163,0.4428401429019108,1.7091166992719442,0.08742933488542338,-0.11110119674611518,1.624832163429375,122,1
TPHE_7,early,mode_deliveryVaginal Vertex,1.295358553386583,0.7602281233209314,1.7039077003992202,0.08839833218633461,-0.1946885683224424,2.7854056750956087,91,1
TPHE_1,ever,GenderMale,0.830814145355109,0.48870101541751215,1.7000458749718765,0.08912229685599778,-0.12703984486321485,1.7886681355734328,122,1
TPHE_7,early,preg_antibioticsYes,-1.3650239971017886,0.8123548591201171,-1.680329700471395,0.09289318547089946,-2.957239520977218,0.22719152677364085,91,1
ICS_7,ever,GenderMale,-0.9273828738080282,0.5638113052517262,-1.6448461837670625,0.10000153532457959,-2.0324530321014116,0.1776872844853551,123,1
ICS_5,ever,preg_antibioticsYes,-0.9811099268126698,0.6005808813060362,-1.6336016635746495,0.10234251829779692,-2.158248454172501,0.1960286005471611,123,1
ICS_8,early,preg_antibioticsYes,0.9726528081709543,0.5965892264076387,1.6303559721113003,0.10302628421910143,-0.1966620755880174,2.141967691929926,89,1
ICS_5,ever,mode_deliveryVaginal Breech,2.505437998102285,1.5522105250389293,1.6141096569612867,0.10650364309489602,-0.5368946309740164,5.547770627178586,123,1
ICS_5,late,mode_deliveryVaginal Breech,2.5273990746369144,1.57169836806261,1.6080687783320478,0.10782011625134841,-0.5531297267658011,5.60792787603963,121,1
ICS_1,late,preg_antibioticsYes,0.8603163807817136,0.5396276301095371,1.5942778552815782,0.11087381533422588,-0.19735377423297917,1.9179865357964063,121,1
TPHE_7,ever,preg_membrane_18hrYes,-1.7272728298697335,1.0948998708030062,-1.5775623652260924,0.11466618409204596,-3.8732765766436255,0.4187309169041584,122,1
ICS_2,ever,preg_antibioticsYes,-0.815226688068265,0.5192516605571131,-1.5700030447540518,0.11641440293182288,-1.8329599427602068,0.20250656662367672,123,1
ICS_1,ever,preg_antibioticsYes,0.8397105173033816,0.5411042293764255,1.5518461540599549,0.12069903943177947,-0.22085377227441239,1.9002748068811757,123,1
ICS_2,late,preg_antibioticsYes,-0.7937509596228651,0.5186785549406667,-1.530333097564955,0.12593429976819076,-1.810360927306572,0.2228590080608417,121,1
ICS_7,ever,cchorioYes,1.9819158188437316,1.2951362508661415,1.5302759207908019,0.12594844588946735,-0.5565512328539055,4.5203828705413684,123,1
TPHE_7,early,GenderMale,-1.0266401825572629,0.6811199062649209,-1.5072825990170844,0.1317382359212995,-2.361635198836508,0.30835483372198214,91,1
ICS_2,ever,GenderMale,0.7457033659318185,0.4980896220617977,1.4971268882195252,0.13436024458375448,-0.23055229330930493,1.721959025172942,123,1
TPHE_1,late,cmv_pcrTRUE,-1.9356265641913193,1.2965953585881116,-1.4928532262363343,0.1354756110482257,-4.476953467024018,0.6057003386413793,121,1
ICS_4,ever,mode_deliveryVaginal Breech,2.170558124945928,1.4544470722554554,1.4923596508602939,0.1356048867380674,-0.6801581366747644,5.0212743865666205,123,1
ICS_4,late,mode_deliveryVaginal Breech,2.1701927879188285,1.4544364803640124,1.49211933090105,0.1356678650555506,-0.6805027135946355,5.020888289432293,121,1
ICS_7,late,GenderMale,-1.0382746420745068,0.7039750621534303,-1.4748741793473026,0.14024637337027265,-2.41806576389523,0.34151647974621646,121,1
TPHE_5,early,GenderMale,1.8099611980942678,1.236333799581696,1.4639745339864154,0.14320090656931792,-0.6132530490858563,4.233175445274392,91,1
TPHE_4,ever,mode_deliveryVaginal Breech,2.3743941745726733,1.6332433673436257,1.4537907956941443,0.14600431611474132,-0.826762825420833,5.575551174566179,122,1
ICS_2,late,GenderMale,0.7245570254064686,0.4984477519608226,1.4536268296048367,0.14604979433913043,-0.25240056843674363,1.7015146192496808,121,1
TPHE_4,late,mode_deliveryVaginal Breech,2.327379064263576,1.653810055576473,1.4072831740355547,0.15934343665808962,-0.914088644666311,5.568846773193463,121,1
TPHE_1,ever,cmv_pcrTRUE,-1.722887914136116,1.2297109201836953,-1.4010511623973783,0.1611987742647207,-4.133121317696159,0.687345489423927,122,1
ICS_1,ever,GenderMale,0.7267572920693397,0.5207330134082203,1.3956428214771357,0.16282208062676343,-0.2938794142107721,1.7473939983494515,123,1
ICS_4,ever,preg_antibioticsYes,-0.7653840007632076,0.5516722320025063,-1.3873890262429058,0.1653231693963389,-1.8466615754881197,0.3158935739617046,123,1
TPHE_1,late,mode_deliveryVaginal Vertex,-0.6764176308286941,0.49645644348694057,-1.362491392150674,0.1730428588641286,-1.6494722600630976,0.29663699840570934,121,1
ICS_1,late,GenderMale,0.703577991885996,0.518316640245926,1.3574289097725454,0.17464496756561446,-0.3123226229960191,1.719478606768011,121,1
TPHE_5,late,mode_deliveryVaginal Breech,1.5921336690068149,1.191464974517102,1.3362823944128974,0.18145698875606295,-0.7431376810467052,3.927405019060335,121,1
TPHE_6,early,preg_antibioticsYes,1.444706315501031,1.1014770128104285,1.3116082303114522,0.18965235462784308,-0.7141886296074091,3.603601260609471,91,1
TPHE_4,late,preg_membrane_18hrYes,1.6684079865964696,1.2963315583830086,1.2870225798387367,0.19808641806864793,-0.8724018678342271,4.209217841027167,121,1
TPHE_1,ever,mode_deliveryVaginal Vertex,-0.6286697629027027,0.49152663909843813,-1.2790146309380372,0.2008919037260363,-1.5920619755356413,0.334722449730236,122,1
ICS_5,early,cmv_pcrTRUE,1.7292445811524384,1.3581768438614028,1.2732101780178058,0.20294346984720174,-0.9327820328159111,4.391271195120788,89,1
TPHE_4,ever,preg_membrane_18hrYes,1.6142968116586889,1.2697107554733242,1.271389412667383,0.20359014724778812,-0.8743362690690264,4.102929892386404,122,1
TPHE_5,ever,mode_deliveryVaginal Breech,1.5751974640598585,1.2922467001015927,1.2189603300484506,0.2228592495356223,-0.9576060681392631,4.10800099625898,122,1
ICS_7,ever,preg_antibioticsYes,-0.7639926928635568,0.6291042034611999,-1.2144135878606892,0.2245898292663976,-1.9970369316475085,0.469051545920395,123,1
ICS_5,late,GenderMale,-0.7086873226897139,0.5897895911097194,-1.2015934722691228,0.22952107182258266,-1.864674921264764,0.44730027588533616,121,1
TPHE_7,ever,cmv_pcrTRUE,-0.9222197243379934,0.767544272220251,-1.2015199092950268,0.22954958827608832,-2.4266064978896855,0.5821670492136987,122,1
ICS_8,early,mode_deliveryVaginal Breech,-1.8985502507782837,1.5839570325655468,-1.1986122172160112,0.23067876543649446,-5.0031060346067555,1.2060055330501878,89,1
TPHE_7,ever,cchorioYes,1.2837942719382671,1.079672952387702,1.1890584728450868,0.23441665815142276,-0.8323647147416289,3.3999532586181633,122,1
ICS_7,late,cchorioYes,1.7421432246979687,1.4819917828171525,1.1755417573141251,0.2397780413528994,-1.1625606696236503,4.646847119019588,121,1
TPHE_1,late,cchorioYes,-1.6820860134266455,1.4424986854415676,-1.1660918865321095,0.24357729667391165,-4.509383436892118,1.1452114100388266,121,1
ICS_7,late,mode_deliveryVaginal Breech,1.7079159687011014,1.479542385451932,1.1543542013359838,0.24835498349608437,-1.1919871067846852,4.607819044186888,121,1
TPHE_5,early,mode_deliveryVaginal Vertex,1.1541213752119506,1.01457792360751,1.1375384269236504,0.25531327004707854,-0.8344513550587691,3.1426941054826703,91,1
TPHE_5,late,preg_membrane_18hrYes,-1.5651264322770002,1.3833338255797614,-1.1314162954274964,0.25787991600978455,-4.276460730413333,1.1462078658593322,121,1
TPHE_6,ever,mode_deliveryVaginal Vertex,-0.7951295703828211,0.7155408282319304,-1.111228792279472,0.26646988091581647,-2.197589593717405,0.6073304529517626,122,1
ICS_4,late,preg_antibioticsYes,-0.5889861968313559,0.5533057777168378,-1.0644858964996713,0.2871086400887034,-1.6734655211563578,0.49549312749364605,121,1
TPHE_3,ever,preg_membrane_18hrYes,-1.083030116481098,1.0654190651869424,-1.0165296941547273,0.30937721457276607,-3.171251484247505,1.005191251285309,122,1
TPHE_6,ever,preg_membrane_18hrYes,1.1678883805592244,1.1767912855420584,0.9924345930393824,0.32098557102465575,-1.13862253910321,3.474399300221659,122,1
TPHE_6,ever,mode_deliveryVaginal Breech,-2.0763978777205154,2.1091279795300304,-0.9844816900030845,0.32487872983613286,-6.210288717599376,2.0574929621583444,122,1
ICS_8,early,cchorioYes,-1.345008100079835,1.3781812045372073,-0.9759297947554642,0.32909925600137613,-4.046243260972761,1.356227060813091,89,1
ICS_2,late,mode_deliveryVaginal Vertex,0.4890217990067675,0.5019234515703499,0.9742955772972602,0.32990979999278663,-0.4947481660711183,1.4727917640846533,121,1
ICS_2,ever,mode_deliveryVaginal Vertex,0.48278417382859734,0.5020660389728777,0.96159496232064,0.3362531030284586,-0.501265262558243,1.4668336102154376,123,1
ICS_5,late,mode_deliveryVaginal Vertex,-0.653197800710802,0.6821118069787526,-0.9576110456201922,0.3382589272580653,-1.990136942389157,0.6837413409675531,121,1
TPHE_1,ever,mode_deliveryVaginal Breech,1.438598388462729,1.5118504379635442,0.9515480846111435,0.3413262212418951,-1.5246284699458177,4.401825246871276,122,1
ICS_7,early,mode_deliveryVaginal Vertex,0.7445151032639948,0.7862519217533448,0.946916735801069,0.34368120921375367,-0.796538663372561,2.2855688699005507,89,1
ICS_2,late,preg_membrane_18hrYes,-1.281563768792218,1.353429970571359,-0.9469006868905065,0.3436893879002532,-3.9342865111120817,1.3711589735276457,121,1
ICS_6,ever,cmv_pcrTRUE,-0.6284807675362096,0.6644174313495609,-0.9459125210782672,0.3441932065709132,-1.930738932981349,0.6737773979089297,123,1
ICS_8,early,mode_deliveryVaginal Vertex,-0.5223629245368963,0.5534151223584122,-0.9438898639249591,0.34522593221836717,-1.6070565643593842,0.5623307152855915,89,1
TPHE_7,ever,mode_deliveryVaginal Breech,1.3222119236104513,1.4015288317862837,0.943406866575309,0.3454728322918669,-1.424784586690665,4.069208433911568,122,1
ICS_7,early,preg_antibioticsYes,-0.8297489359405638,0.8836914045190134,-0.9389577987263437,0.3477524119457411,-2.56178408879783,0.9022862169167024,89,1
ICS_7,ever,mode_deliveryVaginal Vertex,0.5671430986881464,0.6109192097015609,0.928343862300877,0.35322922845488564,-0.630258552326913,1.7645447497032056,123,1
ICS_7,late,cmv_pcrTRUE,0.9219036296247468,0.9996856725849433,0.9221935003238857,0.35642765278727284,-1.037480288641742,2.881287547891236,121,1
ICS_5,late,preg_antibioticsYes,-0.5780303266096581,0.6287505095464498,-0.9193317823736178,0.3579220587835413,-1.8103813253206997,0.6543206721013836,121,1
ICS_6,ever,GenderMale,-0.37570471892202395,0.41594140438329336,-0.903263572615649,0.3663860248484839,-1.190949871513279,0.439540433669231,123,1
ICS_2,ever,preg_membrane_18hrYes,-1.1528784276495025,1.3140352598628893,-0.8773572999630144,0.38029259830767354,-3.7283875369807653,1.4226306816817604,123,1
ICS_4,ever,mode_deliveryVaginal Vertex,-0.49670209549525146,0.5669718215557294,-0.876061343105795,0.3809966864856388,-1.6079668657444812,0.6145626747539783,123,1
TPHE_1,ever,preg_membrane_18hrYes,-0.9363852936108666,1.0847977264824253,-0.8631888422620481,0.3880336473530521,-3.0625888375164205,1.189818250294687,122,1
TPHE_1,ever,cchorioYes,-1.1560645564319494,1.3572221412134564,-0.8517872803035342,0.3943321673572103,-3.8162199532103243,1.5040908403464253,122,1
TPHE_2,ever,mode_deliveryVaginal Vertex,0.473622632249012,0.5576072325879209,0.8493839472828815,0.39566768260412905,-0.619287543623313,1.566532808121337,122,1
ICS_5,ever,GenderMale,-0.46242697900906427,0.5450109214539184,-0.8484728668839405,0.3961746770579825,-1.5306483850587442,0.6057944270406157,123,1
TPHE_2,late,mode_deliveryVaginal Vertex,0.46560865221375736,0.5575845666497278,0.8350458030274908,0.403691919919435,-0.6272570984197091,1.558474402847224,121,1
ICS_6,early,mode_deliveryVaginal Vertex,-55.56940043823756,68.72158697402985,-0.8086163734728281,0.41873584373151773,-190.26371090733605,79.12491003086095,89,1
TPHE_5,early,cmv_pcrTRUE,1.028692450794248,1.2885739783281507,0.7983185040946709,0.42468568258642597,-1.496912546728927,3.5542974483174232,91,1
TPHE_1,late,mode_deliveryVaginal Breech,1.1133413106755277,1.4368512358536076,0.7748480029765304,0.4384294803334753,-1.7028871115975432,3.9295697329485986,121,1
ICS_4,ever,cchorioYes,-1.1231034418663932,1.513962042127457,-0.741830647410539,0.45818994938350777,-4.090469044436209,1.8442621607034226,123,1
ICS_6,early,GenderMale,-49.90205644585937,68.24143546477735,-0.7312574260196534,0.46462192974148486,-183.65526995682296,83.85115706510423,89,1
TPHE_3,late,preg_membrane_18hrYes,-0.7796609369408461,1.1270586071866782,-0.6917660998011512,0.4890842289918074,-2.988695807026735,1.429373933145043,121,1
ICS_1,late,mode_deliveryVaginal Vertex,-0.35714466262476174,0.5168485067765958,-0.6910045360334862,0.4895626904756908,-1.3701677359068896,0.655878410657366,121,1
ICS_5,ever,mode_deliveryVaginal Vertex,-0.42914815033936704,0.6211367113565087,-0.6909077220732046,0.48962353304290646,-1.6465761045981242,0.7882798039193901,123,1
ICS_1,ever,mode_deliveryVaginal Vertex,-0.3572160499859486,0.5181323714071759,-0.6894300948921588,0.4905526502193996,-1.3727554979440133,0.6583233979721163,123,1
TPHE_5,early,cchorioYes,1.2580728797956144,1.8819029516685652,0.6685110295831994,0.5038074437929468,-2.4304569054747733,4.946602665066003,91,1
ICS_7,late,mode_deliveryVaginal Vertex,0.49289763039749873,0.737395851680161,0.6684301644421086,0.5038590460297274,-0.9523982388956167,1.9381934996906143,121,1
ICS_4,late,cchorioYes,-0.9917324014061064,1.51794010644206,-0.6533409303814064,0.5135365108097201,-3.9668950100325437,1.983430207220331,121,1
TPHE_2,late,cchorioYes,-0.9105082545425706,1.432763464210181,-0.6354909776014518,0.5251082492789605,-3.718724644394525,1.8977081353093839,121,1
TPHE_5,ever,preg_membrane_18hrYes,-0.7500769871647949,1.1928292076135276,-0.6288217813390575,0.5294657385791823,-3.0880222340873087,1.5878682597577192,122,1
TPHE_2,ever,cchorioYes,-0.9046792002037752,1.4389692411686998,-0.6286994706495701,0.5295458247449605,-3.725058912894427,1.9157005124868767,122,1
ICS_6,late,GenderMale,-0.2806563839222213,0.4547015268862704,-0.6172321123355692,0.5370816375574696,-1.1718713766193114,0.6105586087748687,121,1
ICS_6,ever,mode_deliveryVaginal Vertex,0.25605830358093923,0.42174714044768863,0.6071370236420118,0.5437599815895442,-0.5705660916965305,1.0826826988584088,123,1
ICS_4,late,mode_deliveryVaginal Vertex,-0.3404832484466815,0.5615536623087739,-0.6063236183819323,0.5442998779785578,-1.4411284265718785,0.7601619296785154,121,1
ICS_1,ever,mode_deliveryVaginal Breech,-0.8124972468294909,1.353353179454607,-0.6003586197336325,0.54826725938,-3.4650694785605207,1.8400749849015388,123,1
TPHE_4,ever,cmv_pcrTRUE,0.5095500375884465,0.8558598871354655,0.5953661869747086,0.5515987224610297,-1.1679353411970657,2.1870354163739587,122,1
TPHE_5,ever,GenderMale,0.3120957810611125,0.5290278028979116,0.5899421152376347,0.5552294576423804,-0.7247987126187942,1.3489902747410192,122,1
TPHE_4,late,cmv_pcrTRUE,0.5023726741594619,0.8552391502682755,0.5874060770041634,0.5569310134087855,-1.173896060366358,2.178641408685282,121,1
ICS_1,late,mode_deliveryVaginal Breech,-0.7782389399012059,1.3519649837006147,-0.5756354264228064,0.5648616303312768,-3.4280903079544105,1.871612428151999,121,1
ICS_8,ever,cchorioYes,-0.5844850084690951,1.036372919596449,-0.5639717107782848,0.5727733848074434,-2.615775930878135,1.446805913939945,123,1
ICS_6,late,cmv_pcrTRUE,-0.38709259329957685,0.6884055361219172,-0.5623031381767133,0.5739095005714648,-1.7363674440985346,0.962182257499381,121,1
TPHE_7,ever,GenderMale,-0.24638479474316674,0.4434255557461264,-0.5556395916978428,0.5784572602304032,-1.1154988840055744,0.622729294519241,122,1
ICS_5,late,cmv_pcrTRUE,0.495431559271696,0.9390369484105422,0.527595383877372,0.5977801975990336,-1.3450808596129666,2.335943978156359,121,1
ICS_7,early,cmv_pcrTRUE,0.637045017429004,1.2173504042543009,0.5233045598068633,0.6007623283469447,-1.7489617749094255,3.0230518097674337,89,1
TPHE_5,early,preg_antibioticsYes,0.6144260220900466,1.1889904682281947,0.516762781963803,0.6053217637785406,-1.715995295637215,2.9448473398173083,91,1
TPHE_7,early,preg_membrane_18hrYes,-0.9582564220992681,1.9225549929908266,-0.4984286148343432,0.6181819722427406,-4.726464208361288,2.809951364162752,91,1
ICS_2,ever,cmv_pcrTRUE,0.38189606161947215,0.7738051302711609,0.4935300202592946,0.6216381334459775,-1.1347619937120033,1.8985541169509477,123,1
ICS_2,late,cmv_pcrTRUE,0.37954700607879477,0.7754280027555334,0.48946775810268656,0.6245105754679525,-1.1402918793220507,1.89938589147964,121,1
ICS_7,ever,preg_membrane_18hrYes,-0.6995188271046369,1.5075423989185113,-0.46401270545124396,0.6426386427697196,-3.6543019289849186,2.2552642747756453,123,1
ICS_6,late,mode_deliveryVaginal Vertex,-0.22284928127706352,0.4873610433071014,-0.45725706709109953,0.6474862846130247,-1.1780769261589823,0.7323783636048552,121,1
ICS_8,ever,cmv_pcrTRUE,0.2767183772000417,0.6166647686652725,0.4487338846987792,0.6536236378624769,-0.9319445693838926,1.485381323783976,123,1
TPHE_6,early,GenderMale,0.40525010615516416,0.9153007593837209,0.44275075924554264,0.6579460232625634,-1.388739382236929,2.199239594547257,91,1
TPHE_5,ever,mode_deliveryVaginal Vertex,0.2651223625833721,0.6018120328477534,0.440540148937904,0.6595459402812855,-0.9144292217982246,1.4446739469649688,122,1
TPHE_6,ever,preg_antibioticsYes,0.2888120738211993,0.6637836048276652,0.435099739916267,0.6634900322080595,-1.0122037916410245,1.589827939283423,122,1
ICS_8,ever,mode_deliveryVaginal Breech,0.5074714278310294,1.3003970204155293,0.3902434563168038,0.696356530395662,-2.0413067321834077,3.0562495878454667,123,1
TPHE_5,late,GenderMale,0.1988585875483369,0.5366591874982591,0.3705491160513897,0.7109733874560534,-0.852993419948251,1.2507105950449247,121,1
ICS_7,late,preg_membrane_18hrYes,0.4983102943145419,1.4015425435111573,0.3555441799620084,0.7221819532380798,-2.2487130909673265,3.24533367959641,121,1
TPHE_3,ever,preg_antibioticsYes,-0.16646773511380514,0.46873287300241706,-0.35514414435564184,0.7224816069348539,-1.0851841661985426,0.7522486959709322,122,1
ICS_6,late,preg_antibioticsYes,0.16249108816999408,0.46728975169456005,0.34773090482028157,0.7280422847026631,-0.7533968251513437,1.0783790014913317,121,1
TPHE_3,late,preg_antibioticsYes,-0.15944847730160464,0.47099700812653117,-0.3385339493680383,0.7349608478257773,-1.0826026132296058,0.7637056586263965,121,1
TPHE_7,early,mode_deliveryVaginal Breech,0.7023289115070014,2.0880424641142135,0.33635758064189675,0.7366012335572554,-3.3902343181568564,4.794892141170859,91,1
ICS_3,ever,GenderMale,0.2016000283722693,0.6428338081295408,0.3136114277481246,0.753816179042071,-1.0583542355616307,1.4615542923061695,123,1
ICS_3,late,GenderMale,0.20107169377163991,0.6426849428459118,0.3128619956167983,0.75438551219509975,-1.0585907942063473,1.460734181749627,121,1
TPHE_6,early,preg_membrane_18hrYes,0.930509668146502,3.078055137693659,0.3023044183814456,0.7624200104423551,-5.1024784017330695,6.963497738026074,91,1
ICS_6,early,preg_antibioticsYes,-18.84387975402959,62.570887996137685,-0.30116049743760653,0.763292110728405,-141.48282022645947,103.79506071840028,89,1
ICS_3,late,cmv_pcrTRUE,0.23517585557457546,0.7883024628963328,0.29833200661394194,0.7654497781218074,-1.3098969717022366,1.7802486828513877,121,1
ICS_3,ever,cmv_pcrTRUE,0.2350089642974545,0.7884026236492804,0.29808242292455617,0.7656402565901047,-1.310260178055135,1.780278106650044,123,1
ICS_8,ever,mode_deliveryVaginal Vertex,0.1146277912842403,0.39284585390915977,0.2917882170413498,0.7704485548427282,-0.6553500823777129,0.8846056649461934,123,1
ICS_3,late,preg_antibioticsYes,0.18586351932066106,0.6482997862606512,0.2866937846651302,0.7743467970311649,-1.0848040617502153,1.4565311003915373,121,1
ICS_3,ever,preg_antibioticsYes,0.18554704478050849,0.6484970394245303,0.2861185687835384,0.7747873099630569,-1.085507152491571,1.456601242052588,123,1
TPHE_3,late,mode_deliveryVaginal Vertex,-0.12560338386363867,0.4488512654285084,-0.27983297260781453,0.7796056534015987,-1.005351864103515,0.7541450963762377,121,1
TPHE_6,early,cchorioYes,-0.5373831264281556,1.956030272600814,-0.2747314977460088,0.7835225302499532,-4.371202460725751,3.29643620786944,91,1
ICS_2,ever,cchorioYes,-0.37436097180274724,1.3895785606313333,-0.26940612240927364,0.7876171752781517,-3.097934950640161,2.349213007034666,123,1
ICS_8,ever,GenderMale,0.0994521955487451,0.38588988770288646,0.25772169398053185,0.7966217021706736,-0.6568919843489124,0.8557963754464025,123,1
ICS_1,ever,cmv_pcrTRUE,0.20020023789888763,0.8069498529828889,0.24809501750182836,0.8040608905893456,-1.3814214739475745,1.7818219497453498,123,1
ICS_6,ever,preg_antibioticsYes,0.10708869164980163,0.433236272040698,0.24718311591357656,0.8047665114987653,-0.7420544015499664,0.9562317848495696,123,1
TPHE_6,early,mode_deliveryVaginal Breech,-0.9691480958150417,4.012623858873305,-0.24152478026863108,0.8091484129887416,-8.83389085920672,6.895594667576637,91,1
ICS_1,late,cmv_pcrTRUE,0.1925180913719079,0.804552685659958,0.2392858725143516,0.8108839193598002,-1.3844051725216096,1.7694413552654256,121,1
ICS_6,late,preg_membrane_18hrYes,0.24604370686127128,1.101371179935599,0.2233976259263097,0.8232260518808561,-1.9126438058125028,2.404731219535045,121,1
ICS_5,early,mode_deliveryVaginal Vertex,0.36073745915566696,1.8082595998308397,0.19949428676580147,0.8418761120380799,-3.1834513565127787,3.904926274824113,89,1
TPHE_3,ever,mode_deliveryVaginal Vertex,-0.08485241818245823,0.44306624040683357,-0.19151181120128855,0.8481246277985948,-0.953262249379852,0.7835574130149355,122,1
ICS_7,late,preg_antibioticsYes,-0.13915361703536172,0.7635526116093491,-0.18224496245526023,0.8553904888403846,-1.635716735789686,1.3574095017189625,121,1
